"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"161",161,"MJones GaryMarsden HaroldWThimbleby PaulGillary","Data Structures in the Design of Interfaces ","Personal and Ubiquitous Computing",4,37,161,"MJones"
"162",162,"MJones HThimbleby ABlandford PCairns PCurzon MFinlayJones D etienneEdsJ ComputerXVI MemorableyetInvisibleProceedingsPeople SeptemberLondon","","",4,54,162,"MJones"
"163",163,"MJones GaryMarsden GeorgeBuchanan","Exploring Small Screen Digital Library Access with the Greenstone Digital Library ","ECDL European Conference Digital Libraries",4,38,163,"MJones"
"164",164,"MJones HaroldWThimbleby","Obituary for a Fax ","Personal and Ubiquitous Computing",4,55,164,"MJones"
"165",165,"MJones GaryMarsden GeorgeBuchanan HaroldWThimbleby MichaelJPazzani SarahFarrant","Improving mobile internet usability ","WWW World Wide Web Conference Series",4,39,165,"MJones"
"166",166,"HThimbleby MJones GMarsden","Empowering Consumers with Usability Certificates ","Turner S Turner P Eds Proceedings of People and Computers XIV II Sunderland pp",4,56,166,"MJones"
"167",167,"HThimbleby PCairns MJones","Usability Analysis with Markov Models ","ACM Transactions Computer Human Interaction TOCHI Computer Human Interaction ACM Press",4,57,167,"MJones"
"168",168,"HThimbleby MJones YLTheng",", Is Lost in Hyperspace Lost in Controversy?","Poster Proceedings of ACM Hypertext Southampton UK",4,58,168,"MJones"
"169",169,"IHWitten MJones DBainbridge SJCunningham","Creativity and Digital Libraries ","Journal of Digital Creativity press",4,59,169,"MJones"
"170",170,"MJones GBuchanan GMarsden","Mobile Interfaces for Web Access, Workshop on Web & Mobility,"," th World Wide Web Conference",4,20,170,"MJones"
"171",171,"MJones PCWoodland","Modelling Syllable Characteristics to Improve a Large Vocabulary Speech Recogniser ","Proc ICSLP Yokohama",4,21,171,"MJones"
"172",172,"MJones PCWoodland","Exploiting Variable Width Features in Large Vocabulary Speech Recognition ","Proc IEEE ICASSP",4,22,172,"MJones"
"173",173,"MJones GMarsden NMohd Nasir KBoone","Improving Web Interaction in Small Screen Displays ","Computer Networks",4,23,173,"MJones"
"174",174,"MJones GaryMarsden GeorgeBuchanan KevinBoone NorlizaMohd Nasir","Improving Web Interaction on Small Displays ","Computer Networks",4,40,174,"MJones"
"175",175,"MJones GBuchanan HThimbleby","Improving web search on small screen devices ","Interacting with Computers",4,24,175,"MJones"
"176",176,"GMarsden HThimbleby MJones PGillary","Successful User Interface Design from Efficient Computer Algorithms ","Conference Extended Abstracts Human Factors Computer Systems ACM CHI Conference Human Factors Computing Systems The Hague pp",4,41,176,"MJones"
"177",177,"MJones","Uniting Authors and Readers - Active Links in the World Wide Web ","Conference Companion Proceedings of the first Asia Pacific Conference Computer Human Interaction",4,25,177,"MJones"
"178",178,"MJones GaryMarsden GeorgeBuchanan PreetiJain","Using a Mobile Device to Vary the Pace of Search ","HCI Human Computer Interaction",4,42,178,"MJones"
"179",179,"MJones","Natural Language to Knowledge Base M Phil ","Thesis University of Engineering Department",4,26,179,"MJones"
"180",180,"GMarsden PGillary HThimbleby MJones","The Use of Algorithms in Interface Design ","International Journal of Personal and Ubiquitous Technologies Springer",4,43,180,"MJones"
"181",181,"MJones","Productivity paradox ","Encyclopaedia of Computers and Computer History Fitzroydearborn Publishing",4,27,181,"MJones"
"182",182,"BonnieNardi ElizabethMynatt MJones","Special Issue on Social Issues ","ACM Transactions Human Computer Interaction",4,44,182,"MJones"
"183",183,"MJones GMarsden","Preparing for the New Era of Ubiquitous Computing ","Proceedings ED MEDIA TELCOM Conference Calgary",4,28,183,"MJones"
"184",184,"ASteel MJones MApperley","The Use Of Auditory Feedback In Call Centre Computer-Human-Human Interaction ","Conference Extended Abstracts Human Factors Computer Systems",4,45,184,"MJones"
"185",185,"MJones PJain GBuchanan GMarsden","Using a Mobile Device to Vary the Pace of Search ","International Symposium HCI Human Computer Interaction Udine Related tech report",4,29,185,"MJones"
"186",186,"MJones DavidBainbridge GeorgeBuchanan HaroldWThimbleby NoelCassidy NorlizaMohd Nasir YinLengTheng","Children as Design Partners and Testers for a Children's Digital Library ","ECDL European Conference Digital Libraries",4,1,186,"MJones"
"187",187,"YLTheng CRigny HThimbleby MJones","Cognitive Task Graphs and Executable User Models for Better Hypertext ","Proceedings of the first Asia Pacific Conference Computer Human Interaction Information Technology Institute",4,46,187,"MJones"
"188",188,"MJones JBerleur PDuquenoy DWhitehouse",", Ethics and the Governance of the Internet ","IFIP International Federation for Information Processing ISBN",4,2,188,"MJones"
"189",189,"YLTheng NMohd Nasir GBuchanan DBainbridge HThimbleby MJones",", Children as Design Partners and Testers for a Children's Digital Library,","Borbinha J and T Eds Proceedings of the Fourth European Conference",4,47,189,"MJones"
"190",190,"MJones AnnBlandford GeorgeBuchanan HaroldWThimbleby","Spatial Hypertext as a Reader Tool in Digital Libraries ","Visual Interfaces to Digital Libraries",4,3,190,"MJones"
"191",191,"YLTheng NMohd Nasir HThimbleby GBuchanan MJones","Designing a Children's Digital Library with and for Children ","Proceedings of the th ACM Conference Digital Libraries San Antonio",4,48,191,"MJones"
"192",192,"StephenBrewster MJones","Special Issue on Multimodal interaction for Mobile & Wearable Computers ","International Journal of Personal Ubiquitous Computing",4,4,192,"MJones"
"193",193,"GBuchanan MJones HThimbleby SFarrant M thInternationalConferenceonWorldWideWebPazzani MayHongKong","","",4,5,193,"MJones"
"194",194,"YLTheng HThimbleby MJones",", Designer tools for hypertext authoring,","IEE Digest Colloquium The Authoring and Application of Hypermedia Based User Interfaces London U K IEE Savoy Place London",4,49,194,"MJones"
"195",195,"MJones GeorgeBuchanan HaroldWThimbleby NorlizaMohd Nasir YinLengTheng","Designing a children's digital library with and for children ","ACM DL Digital Libraries",4,6,195,"MJones"
"196",196,"GBuchanan MJones GMarsden","Exploring Small Screen Digital Library Access with the Greenstone Digital Library ","Agosti M Costantino T Eds Proceedings of the th European Conference Research and Advanced Technology for Digital Libraries LNCS Springer",4,7,196,"MJones"
"197",197,"MJones GeorgeBuchanan NorlizaMohd Nasir","An Evaluation of WebTwig - A Site Outliner for Handheld Web Access ","HUC Handheld and Ubiquitous Computing",4,8,197,"MJones"
"198",198,"GBuchanan ABlandford MJones HThimbleby","Spatial Hypertext as a Reader Tool for Digtial Libraries ","Springer Book Series Information Visualization",4,9,198,"MJones"
"199",199,"MJones ","","",5,0,199,"MJones"
"200",200,"MJones ","Don't Emancipate, Exaggerate: Rhetoric, Reality and Reengineering ","Transforming Organizations with Information Technology",5,1,200,"MJones"
"201",201,"MJones S eacute amasKelly","Groupware and the Social Infrastructure of Communication ","Commun ACM",5,2,201,"MJones"
"202",202,"MJones GeoffWalsham","The Limits of the Knowable: Organizational and Design Knowledge in Systems Development ","The Impact of Computer Supported Technologies Information Systems Development",5,3,202,"MJones"
"203",203,"MJones JoeNandhakumar","Structured Development? A Structurational Analysis of the Development of an Executive Information System ","Human Organizational and Social Dimensions of Information Systems Development",5,4,203,"MJones"
"204",204,"MJones HelenaKarsten","The Long and Winding Road: Collaborative IT and Organisational Change ","CSCW Conference Computer Supported Cooperative Work",5,5,204,"MJones"
"205",205,"MJones PamelaAbbott","The Importance of Being Nearest: Nearshore Software Outsourcing and Globalization Discourse ","Global and Organizational Discourse about Information Technology",5,6,205,"MJones"
"206",206,"MJones MariosVKarahannas","Interorganizational systems and trust in strategic alliances ","ICIS International Conference Information Systems",5,7,206,"MJones"
"207",207,"MJones ","The Moving Finger: The Use of Social Theory in WG Conference Papers, - ","Organizational and Social Perspectives IT",5,8,207,"MJones"
"208",208,"MJones JasonEisner","A Probabilistic Parser Applied to Software Testing Documents ","AAAI National Conference Artificial Intelligence",6,1,208,"MJones"
"209",209,"MJones DavidScottWarren","Conceptual Dependency and Montague Grammar: A Step Toward Conciliation ","AAAI National Conference Artificial Intelligence",6,2,209,"MJones"
"210",210,"MJones VanEKelly","KITSS: A Knowledge-Based Translation System for Test Scenarios ","AAAI National Conference Artificial Intelligence",6,3,210,"MJones"
"211",211,"MJones DimitraVista DiveshSrivastava HVJagadish","Flexible List Management in a Directory ","CIKM International Conference Information and Knowledge Management",6,4,211,"MJones"
"212",212,"MJones PremkumarTDevanbu","The Use of Description Logics in KBSE Systems: Experience Report ","ICSE International Conference Software Engineering",6,5,212,"MJones"
"213",213,"MJones PremkumarTDevanbu","The Use of Description Logics in KBSE Systems ","ACM Trans Softw Eng Methodol",6,6,213,"MJones"
"214",214,"MJones ","Activation-Based Parsing ","IJCAI International Joint Conference Artificial Intelligence",6,7,214,"MJones"
"215",215,"MJones ","Feedback as a Coindexing Mechanism in Connectionist Architectures ","IJCAI International Joint Conference Artificial Intelligence",6,8,215,"MJones"
"216",216,"MJones TomasoPoggio","Model-Based Matching of Line Drawings by Linear Combinations of Prototypes ","ICCV International Conference Computer Vision",7,1,216,"MJones"
"217",217,"MJones TomasoPoggio","Multidimensional Morphable Models ","ICCV International Conference Computer Vision",7,2,217,"MJones"
"218",218,"MJones PaulAViola","Robust Real-Time Face Detection ","ICCV International Conference Computer Vision",7,3,218,"MJones"
"219",219,"MJones PaulAViola ThomasDRikert","A Cluster-based Statistical Model for Object Detection ","ICCV International Conference Computer Vision",7,4,219,"MJones"
"220",220,"MJones PaulAViola","Fast and Robust Classification using Asymmetric AdaBoost and a Detector Cascade ","NIPS Neural Information Processing Systems",7,5,220,"MJones"
"221",221,"MJones JamesMRehg","Statistical Color Models with Application to Skin Detection ","International Journal of Computer Vision",7,6,221,"MJones"
"222",222,"MJones TomasoPoggio","Hierarchical Morphable Models ","CVPR Computer Vision and Pattern RecognitioN",7,7,222,"MJones"
"223",223,"MJones JamesMRehg","Statistical Color Models with Application to Skin Detection ","CVPR Computer Vision and Pattern RecognitioN",7,8,223,"MJones"
"224",224,"MJones RSatherley MWJones","Extending Hypertextures to Non-Geometrically Definable Volume Data ","Chen Kaufman and Yagel eds Volume Graphics Springer ISBN",8,27,224,"MJones"
"225",225,"MJones MinChen RichardSatherley SteveMFTreavett","Volumes of Expression: Artistic Modelling and Rendering of Volume Datasets ","Computer Graphics International",8,4,225,"MJones"
"226",226,"MJones RichardSatherley","Shape Representation Using Space Filled Sub-Voxel Distance Fields ","Shape Modeling International",8,28,226,"MJones"
"227",227,"MJones MChen MWJones PTownsend","Methods for volume metamorphosis,","Y and S Wilbur eds Image Processing for Broadcast and Video Production Springer Verlag",8,5,227,"MJones"
"228",228,"MJones RichardSatherly","Voxelisation: Modelling for Volume Graphics ","VMV Vision Modeling and Visualization",8,29,228,"MJones"
"229",229,"MJones MChen","A New Approach to the Construction of Surfaces from Contour Data ","Comput Graph Forum",8,6,229,"MJones"
"230",230,"MJones MWJonesed","Theory and Practise of Computer Graphics","IEEE Computer Society Press ISBN",8,7,230,"MJones"
"231",231,"MJones MWJonesed","The th Eurographics UK Conference","IEEE Computer Society Press ISBN",8,8,231,"MJones"
"232",232,"MJones MWJones","Acceleration Techniques for Volume Rendering,","Earnshaw Jones and Vince eds Visualization and Modeling",8,9,232,"MJones"
"233",233,"MJones MWJones","Acceleration Techniques for Volume Rendering,","Proc BCS British Computer Society Displays Group Visualisation and Modelling University of Leeds",8,10,233,"MJones"
"234",234,"MJones MWJones","Direct Surface Rendering of General and Genetically Bred Implicit Surfaces,","Proc th Ann Conf of Eurographics UK Chapter ISBN",8,11,234,"MJones"
"235",235,"MJones MWJones","Facial Reconstruction Using Volumetric Data ","T Ertl B Girod G Greiner H Niemann H P Seidel eds Vision Modeling and Visualization IOS Press ISBN",8,12,235,"MJones"
"236",236,"MJones MWJones MChen","Fast cutting operations on three dimensional volume datasets,","M Goebel Hueller and B Urban ISBN ISSN",8,13,236,"MJones"
"237",237,"MJones TSimpson MWJones","Space Subdivision of Finite Element Meshes,","Proc th Ann Conf of Eurographics UK Chapter ISBN X",8,30,237,"MJones"
"238",238,"MJones MWJones","Glossary,","M Chen P Townsend J A Vince Visualisation Springer ISBN",8,14,238,"MJones"
"239",239,"MJones SMFTreavett MChen RSatherley MWJones","Volumes of Expression: Artistic Modelling and Rendering of Volume Datasets,","Proc Computer Graphics International IEEE Computer Society Press ISSN",8,31,239,"MJones"
"240",240,"MJones MWJones","Voxelisation of polygonal meshes,","Proc th Ann Conf of Eurographics UK Chapter Loughborough",8,15,240,"MJones"
"241",241,"MJones CWhyley MWJones","Global Illumination of Volumetric Data Sets,","Proc th Ann Conf of Eurographics UK Chapter London ISBN",8,32,241,"MJones"
"242",242,"MJones MWJones RSatherley","Voxelisation: Modelling for Volume Graphics ","B Girod G Greiner H Niemann H P Seidel eds Vision Modeling and Visualization IOS Press ISBN X",8,16,242,"MJones"
"243",243,"MJones MWJones","Melting Objects,","The Journal of WSCG International Conference Central Europe Computer Graphics and Visualization ISSN",8,17,243,"MJones"
"244",244,"MJones MWJones","An Efficient Shadow Detection Algorithm and the Direct Surface Rendering Volume Visualisation Model,","Proc th Ann Conf of Eurographics UK Chapter",8,18,244,"MJones"
"245",245,"MJones MWJones MChen","A new approach to the construction of surfaces from contour data,","Computer Graphics Forum ISSN Improved for chapter Ph D thesis but please use journal reference when referring to the work",8,19,245,"MJones"
"246",246,"MJones MWJones RSatherley","Shape Representation Using Space Filled Sub-Voxel Distance Fields ","International Conference Shape Modelling and Applications IEEE Computer Society Press ISBN",8,20,246,"MJones"
"247",247,"MJones MWJones RSatherley","Using Distance Fields for Object Representation and Rendering,","Proc th Ann Conf of Eurographics UK Chapter London ISBN",8,21,247,"MJones"
"248",248,"MJones MWJones","The Production of Volume Data from Triangular Meshes Using Voxelisation,","Computer Graphics Forum ISSN",8,22,248,"MJones"
"249",249,"MJones RSatherley MWJones","Hybrid Distance Field Computation,","K Mueller and A Kaufman eds Volume Graphics Springer Wien New ISSN",8,23,249,"MJones"
"250",250,"MJones RSatherley MWJones","Hypertexturing Complex Volume Objects,","The Visual Computer ISSN",8,24,250,"MJones"
"251",251,"MJones RSatherley MWJones","Hypertexturing Complex Volume Objects ","The th International Conference Central Europe Computer Graphics Visualization and Computer Vision ISBN",8,25,251,"MJones"
"252",252,"MJones ","Facial Reconstruction Using Volumetric Data ","VMV Vision Modeling and Visualization",8,1,252,"MJones"
"253",253,"MJones RSatherley MWJones","Vector-City Vector Distance Transform ","Computer Vision and Image Understanding ISSN",8,26,253,"MJones"
"254",254,"MJones ","The Production of Volume Data from Triangular Meshes Using Voxelisation ","Comput Graph Forum",8,2,254,"MJones"
"255",255,"MJones MinChen PeterTownsend","Volume distortion and morphing using disk fields ","Computers amp Graphics",8,3,255,"MJones"
"256",256,"MJones JimEGreer PermanandMohan","Enhancing the Instructional Capabilities of Intelligent Tutoring Systems ","Intelligent Tutoring Systems",9,1,256,"MJones"
"257",257,"MJones KenWellsch","Computational Analogy ","ECAI European Conference Artificial Intelligence",9,2,257,"MJones"
"258",258,"MJones ","AI approaches to education: editorial ","Computational Intelligence",9,3,258,"MJones"
"259",259,"MJones CarlGutwin KimMassieAdolphe PatrickBrackett","Bringing ITS to the Marketplace: A Successful Experiment in Minimalist Design ","J UCS Universal Computer Science",9,4,259,"MJones"
"260",260,"MJones BarbaraBrecht","Student Models: The Genetic Graph Approach ","International Journal of Man Machine Studies",9,5,260,"MJones"
