"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"99","K Tanaka; Makoto Takizawa","Asynchronous Checkpointing Protocol for Object-Based Systems ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","2","2_15 K Tanaka; Makoto Takizawa<","99"
"100","K Tanaka; Makoto Takizawa ; Youhei Timura","Group Protocol for Object-Based Systems ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","2","2_16 K Tanaka; Makoto Takizawa ; Youhei Timura<","100"
"101","K Tanaka; Hiroaki Higaki ; Makoto Takizawa ; Naokazu Nemoto","Pseudo-Active Replication Protocol for Reliable Replica Group ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","2_17 K Tanaka; Hiroaki Higaki ; Makoto Takizawa ; Naokazu Nemoto<","101"
"102","K Tanaka; Kenichi Shimamura ; Makoto Takizawa","Group Protocol for Exchanging Multimedia Objects in a Group ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","2_18 K Tanaka; Kenichi Shimamura ; Makoto Takizawa<","102"
"103","K Tanaka; Makoto Takizawa ; Youhei Timura","Group Communication Protocol in Object-Based Systems ","ICDCS International Conference Distributed Computing Systems Workshop Group Communications and Computations","2","2_19 K Tanaka; Makoto Takizawa ; Youhei Timura<","103"
"104","K Tanaka; Keiji Izaki ; Makoto Takizawa","Information Flow Control in Role-Based Model for Distributed Objects ","ICPADS International Conference Parallel and Distributed Systems","2","2_20 K Tanaka; Keiji Izaki ; Makoto Takizawa<","104"
"105","K Tanaka; Makoto Takizawa","Checkpointing Protocol for Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","2_21 K Tanaka; Makoto Takizawa<","105"
"106","K Tanaka; Makoto Takizawa","Optimization of Nested Invocation on Replicas in Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","2_22 K Tanaka; Makoto Takizawa<","106"
"107","K Tanaka; Makoto Takizawa","Distributed checkpointing based on influential messages ","ICPADS International Conference Parallel and Distributed Systems","2","2_23 K Tanaka; Makoto Takizawa<","107"
"108","K Tanaka; Keijirou Arai ; Makoto Takizawa","Group Protocol for Quorum-Based Replication ","ICPADS International Conference Parallel and Distributed Systems","2","2_24 K Tanaka; Keijirou Arai ; Makoto Takizawa<","108"
"109","K Tanaka; Makoto Takizawa ; Motokazu Yokoyama","QoS-Based Method for Compensating Multimedia Objects ","ICPADS International Conference Parallel and Distributed Systems","2","2_25 K Tanaka; Makoto Takizawa ; Motokazu Yokoyama<","109"
"110","K Tanaka; Makoto Takizawa ; Youhei Timura","Causal Precedent Relations among Messages in Object-Based Systems ","ICPADS International Conference Parallel and Distributed Systems","2","2_26 K Tanaka; Makoto Takizawa ; Youhei Timura<","110"
"111","K Tanaka; Makoto Takizawa","Reliable Nested Invocation of Methods in Distributed Object-Based Systems ","DOA International Symposium Distributed Objects and Applications","2","2_27 K Tanaka; Makoto Takizawa<","111"
"112","K Tanaka; Hiroaki Higaki ; Makoto Takizawa","Pseudo-Active Replication of Distributed Objects in Wide-Area Networks ","DOA International Symposium Distributed Objects and Applications","2","2_28 K Tanaka; Hiroaki Higaki ; Makoto Takizawa<","112"
"113","K Tanaka; Hiroaki Higaki ; Makoto Takizawa","Quorum-based Locking Protocol for Replicated Objects ","DOA International Symposium Distributed Objects and Applications","2","2_29 K Tanaka; Hiroaki Higaki ; Makoto Takizawa<","113"
"114","K Tanaka; Masaharu Mizumoto ; Motohide Umano","Implementation of a Fuzzy-Set Theoretic Data Structure System Abstract ","VLDB Very Large Data Bases","3","3_1 K Tanaka; Masaharu Mizumoto ; Motohide Umano<","114"
"115","K Tanaka; Junichi Toyoda ; Masaharu Mizumoto>Some Considerations on Fuzzy Automata >J Comput Syst Sci
3_3 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto ; Yoshinori Ezawa","Interactive Languages ","J Comput Syst Sci","3
3_3 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto ; Yoshinori Ezawa<","3_2 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto<>Some Considerations on Fuzzy Automata <>J Comput Syst Sci
3_3 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto ; Yoshinori Ezawa<","115"
"116","K Tanaka; Masaharu Mizumoto","Some Properties of Fuzzy Sets of Type ","Information and Control","3","3_4 K Tanaka; Masaharu Mizumoto<","116"
"117","K Tanaka; Masaharu Mizumoto","Fuzzy Sets and Their Operations","Information and Control","3","3_5 K Tanaka; Masaharu Mizumoto<","117"
"118","K Tanaka; Junichi Toyoda ; T Tsuji>Relational Data Graphs and Some Properties of Them >J Comput Syst Sci
3_7 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto","Various Kinds of Automata with Weights ","J Comput Syst Sci","3
3_7 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto<","3_6 K Tanaka; Junichi Toyoda ; T Tsuji<>Relational Data Graphs and Some Properties of Them <>J Comput Syst Sci
3_7 K Tanaka; Junichi Toyoda ; Masaharu Mizumoto<","118"
"119","Kazuyuki Tanaka;Tohru Morita;Kazuo Hiroike","Correlation Functions of a One-Dimensional Lattice Gas with Interactions up to Third-Nearest Neighbors ","Progress of Theoretical Physics Supplement","4","4_30 Kazuyuki Tanaka;Tohru Morita;Kazuo Hiroike<","119"
"120","Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita","Critical Indices for the Two-Dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions ","Physics Letters A","4","4_31 Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita<","120"
"121","Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita","Critical Indices for the Two-Dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions II Strip Cluster Approximation ","Physica A","4","4_32 Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita<","121"
"122","Kazuyuki Tanaka;Tohru Morita","Free Energy for Layered Free Fermion Models ","Journal of The Physical Society of","4","4_33 Kazuyuki Tanaka;Tohru Morita<","122"
"123","Kazuyuki Tanaka;Tsuyoshi Horiguchi","Quantum Statistical-Mechanical Iterative Method in Image Restoration,","IEICE Transactions A J A Japanese translated Electronics and Communications Part Fundamental Electronic Science English","4","4_34 Kazuyuki Tanaka;Tsuyoshi Horiguchi<","123"
"124","Kazuyuki Tanaka;Jun-ichi Inoue;D M Titterington","Loopy belief propagation and probabilistic image processing,","Neural Networks for Signal Processing XIII Proceedings of the IEEE Signal Processing Society Workshop Toulouse Paper Postscript Presentation Slide Powerpoint","4","4_35 Kazuyuki Tanaka;Jun-ichi Inoue;D M Titterington<","124"
"125","Kazuyuki Tanaka","Image Restorations by using Compound Gauss-Markov Random Field Model with Quantumized Line Fields,","IEICE Transactions D II J D II Japanese","4","4_36 Kazuyuki Tanaka<","125"
"126","Kazuyuki Tanaka;Jun-ichi Inoue","Maximum Likelihood Hyperparameter Estimation for Solvable Markov Random Field Model in Image Restoration,","IEICE Transactions Information and Systems E D","4","4_37 Kazuyuki Tanaka;Jun-ichi Inoue<","126"
"127","Kazuyuki Tanaka","Maximum Marginal Likelihood Estimation and Constrained Optimization in Image Restoration,","Transactions of Japanese Society for Artificial Intelligence","4","4_38 Kazuyuki Tanaka<","127"
"128","Kazuyuki Tanaka","Maximum Posterior Marginal Estimate in Statistical Method for Image Restoration,","IEICE Transactions A J A Japanese","4","4_39 Kazuyuki Tanaka<","128"
"129","Kazuyuki Tanaka;Tohru Morita","Application of cluster variation method to image restoration problem,","Theory and Applications of the Cluster Variation and Path Probability Methods ed J L Mor an L opez and J M Sanchez Plenum Press New Proceedings of the international workshop the theory and applications of the cluster variation and path probability methods Teotihuacan","4","4_40 Kazuyuki Tanaka;Tohru Morita<","129"
"130","Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita","Application of Cluster Variation Method to Three-Dimensional $t$-$J$ Model ","Journal of the Physical Society of","4","4_41 Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita<","130"
"131","Kazuyuki Tanaka;Tohru Morita","Application of the culster variation method to three-dimensional $t$-$J$ model II ","Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea","4","4_42 Kazuyuki Tanaka;Tohru Morita<","131"
"132","Kazuyuki Tanaka","Approximate Optimization Algorithms in Markov Random Field Model based on Statistical-mechanical techniques,","Proceedings of International Workshop Soft Computing Industry Muroran Institute of Technology Press Muroran","4","4_43 Kazuyuki Tanaka<","132"
"133","Kazuyuki Tanaka","Probabilistic Computational Method in Image Restoration based on Statistical-mechanical Texhniques,","Y Suzuki S Ovaska T Furuhashi R and Y Dote Eds Soft Computing Industrial Applications Springer Verlag Press London Proceedings of th line World Conference Soft Computing Industrial Applications","4","4_44 Kazuyuki Tanaka<","133"
"134","Kazuyuki Tanaka;Jun-ichi Inoue;D M Titterington","Probabilistic image processing by means of Bethe approximation for Q-Ising model,","Journal of Physics A Mathematical and General","4","4_45 Kazuyuki Tanaka;Jun-ichi Inoue;D M Titterington<","134"
"135","Kazuyuki Tanaka","Probabilistic Inference by means of Cluster Variation Method and Linear Response Theory,","IEICE Transactions Information and Systems E D","4","4_46 Kazuyuki Tanaka<","135"
"136","Kazuyuki Tanaka;Tsuyoshi Horiguchi","Probabilistic, Iterated and Quantum-Iterated Computational Methods in Gray-Level Image Restration,","Interdisciplinary Information Sciences Postscript","4","4_47 Kazuyuki Tanaka;Tsuyoshi Horiguchi<","136"
"137","Kazuyuki Tanaka;Tsuyoshi Horiguchi","Solvable Markov Random Field Model in Color Image Restoration,","Physical Review E Article Postscript","4","4_48 Kazuyuki Tanaka;Tsuyoshi Horiguchi<","137"
"138","Kazuyuki Tanaka;Tohru Morita;Kazuo HIROIKE","Spin Pair Correlation Function of the Ising Model on the Brickwork Lattice with Second Neighbor Interactions ","Physica A","4","4_49 Kazuyuki Tanaka;Tohru Morita;Kazuo HIROIKE<","138"
"139","K Tanaka;Makoto Kikuchi","On Formalization of Model-Theoretic Proofs of G&ouml;dels Theorems >Notre Dame Journal of Formal Logic
4_11 Tohru Morita;Kazuyuki Tanaka>Cluster ZTP in the Recovery of an Image >Pattern Recognition Letters
4_12 Tohru Morita;Kazuyuki Tanaka>Diagrammatical Techniques for Two-Dimensional Ising models III Ising Model to Vertex Model >Journal of the Physical Society of
4_13 Tohru Morita;Kazuyuki Tanaka>Determination of Parameters in an Image Recovery by Statistical-mechanical Means >Physica A
4_14 Tohru Morita;Kazuyuki Tanaka>Generalized Heisenberg model of spin $S$ Greater than $ / $ equivalent to those of spin $ / $ or $ $ >Journal of the Korean Physical Society Supplementary Issue Proceedings of workshop statistical physics S S Korea University Krea
4_15 Tohru Morita;Kazuyuki Tanaka>Generalized Heisenberg Model of Spin $S$ Greater than $ / $ Equivalent to that of Spin $ / $ >Journal of the Physical Society of
4_16 Tohru Morita;Kazuyuki Tanaka>Generalized $t$-$J$ Model with General Half-odd-integral Spin $S$ >Physics Letters A
4_17 Tohru Morita;Kazuyuki Tanaka>A Lattice Model of Flux Lines >Physics Letters A see also Physics Letters A p
4_50 Kazuyuki Tanaka>Staistical-mechanical Iterative Algorithm by means of Cluster Variation Method in Compound Gauss-Markov Random Field Model,>Transactions of Japanese Society for Artificial Intelligence
4_18 Tohru Morita;Kazuyuki Tanaka;Kazuo Hiroike>One-Dimension Binary Mixture of Hard Rods with Non-Additive Distances of Contact >Molecular Physics
4_51 Kazuyuki Tanaka;Mikako Ichioka;Tohru Morita>Statistical-Mechanical Algorithm in MRF Model based on Variational Principle,>Proceedings of the th international conference Pattern Recognition II Track B Pattern Recognition and Signal Analysis IEEE Computer Society Press Los Alamos Carifornia File
4_19 Yasuo Murai;Kazuyuki Tanaka;Tohru Morita>Numerical Study of D ANNNI model in the Cluster Variation Method >Physica A
4_52 Kazuyuki Tanaka;Tohru Morita>Statistical-mechanical Study of the Image Restoration based on the Markov Random Field Model,>Proceedings of international Workshop Soft Computing Industory Muroran Institute of Technology Press Muroran
4_53 Kazuyuki Tanaka;Tohru Morita>Statistical-Mechanical Iterative Algorithm for Image Restoration of a Gray Level Image,>IEICE Transactions A J A Japanese
4_54 Kazuyuki Tanaka;Mikako Ichioka;Tohru Morita>Statistical-Mechanical Iterative Method in Image Restoration,>IEICE Transactions A J A Japanese
4_55 Kazuyuki Tanaka;Tohru Morita>Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Checkerboard Lattice >Progress of Theoretical Physics
4_56 Kazuyuki Tanaka;Tohru Morita>Asymptotic Behavior of Spin-Pair Correlation Function of Ising Model on Generalized Kagom\{e} Lattice ","Journal of the Physical Society of","4","4_10 K Tanaka;Makoto Kikuchi<","139"
"140","Kazuyuki Tanaka;Tohru Morita","Asymptotic Behaviors of Modified Block Toeplitz Determinant ","Progress of Theoretical Physics","4","4_57 Kazuyuki Tanaka;Tohru Morita<","140"
"141","Kazuyuki Tanaka;Tohru Morita","Asymptotic Forms of Some Block Toeplitz Determinants ","Progress of Thoeretical Physics","4","4_58 Kazuyuki Tanaka;Tohru Morita<","141"
"142","Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita","Three-dimensional $t$-$J$ model and cluster variation method Physica B, - - "," Proceedings of XX International Conference Low Temperature Physics University","4","4_59 Kazuyuki Tanaka;Yositake Takane;Hiromichi Ebisawa;Tohru Morita<","142"
"143","K Tanaka;Naoki Shioji","Fixed Point Theory in Weak Second-Order Arithmetic ","Ann Pure Appl Logic","4","4_20 K Tanaka;Naoki Shioji<","143"
"144","K Tanaka;Stephen G Simpson ; Takeshi Yamazaki","Some conservation results on week K&ouml;nigs lemma >Ann Pure Appl Logic
4_22 Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita>Coherent-Anomaly Analysis with Cluster Variation Method for Spin-Pair Correlation Function of Ising Model >Journal of The Physical Society of
4_23 Kazuyuki Tanaka;Tsuyoshi Horiguchi;Tohru Morita>Coherent-Anomaly Analysis with Cluster Variation Method for Two-dimensional Ising Model with Nearest-Neighbor and Next-Nearest-Neighbor Interactions >Progress of Theoretical Physics Supplement
4_24 Kazuyuki Tanaka;Norihiro Hoshi;Tsuyoshi Horiguchi>Color Image Compression Algorithm Using Self-Organizing Feature Map, Interdisciplinary>Information Sciences Postscript Compressed Postscript
4_25 Kazuyuki Tanaka;Hiromichi Ebisawa;Tohru Morita>Cluster variation method for two-dimensional Hubbard and $t$-$J$ models Physica C, - , PT - > Proceedings of conference Marerials Mechanisms of Superconductivity High Temperature Superconductors IV MMS HTSC IV
4_26 Kazuyuki Tanaka;Tohru Morita>Cluster Variation Method and Image Restoration Problem >Physics Letters A
4_27 Kazuyuki Tanaka;Daiki Furusato;Tsuyoshi Horiguchi>Coupled Markov Random Field Models with Phases as Line Field and Region Field,>IEICE Transactions D II J D II Japanese translated Systems and Computers English
4_60 Kazuyuki Tanaka>Theoretical Study of Hyperparameter Estimation by Maximization of Marginal Likelihood in Image Restoration by means of Cluster Variation Method,>IEICE Transactions A J A Japanese translated Electronics and Communications Part Fundamental Electronic Science English
4_28 Kazuyuki Tanaka;Tohru Morita>Correlated Random Field Ising Model and Image Restoration Problem,>edited by M Suzuki and N Kawashima World Scientific Publishing Coporation Press Proceedings of International Symposium Coferent Approaches to Fluctuations Kyoto
4_61 Kazuyuki Tanaka>Automatic Hyperparameter Estimation in Probabilistic Image Restoration Algorithm based on Gibbs Microcanonical Distribution >IEICE Transactions D II J D II to be translated Systems and Computers
4_29 Kazuyuki Tanaka;Tohru Morita;Kazuo Hiroike>Correlation Functions of a One-Dimensional Lattice Gas with Nearest-Neighbor and Next-Nearest-Neighbor Interactions >Progress of Theoretical Physics
4_1 K Tanaka;>Weak Axioms of Determinacy and Subsystems of Analysis II Sigmasup> /sup>sub> /sub> Games >Ann Pure Appl Logic
4_62 K Tanaka;Takeshi Yamazaki>A Non-Standard Construction of Haar Measure and Weak K&ouml;nigs Lemma ","J Symb Log","4","4_21 K Tanaka;Stephen G Simpson ; Takeshi Yamazaki<","144"
"145","K Tanaka;","Non standard Analysis in WKLo ","Math Log Q","4","4_2 K Tanaka;<","145"
"146","K Tanaka;","The Self-Embedding Theorem of WKLsub"," </sub","4","4_3 K Tanaka;<","146"
"147","and a Non-Standard Method ","Ann Pure Appl Logic","4_4 Yasushi Honda;Kazuyuki Tanaka;Tsuyoshi Horiguchi<"," and a Non-Standard Method <","","147"
"148","Behavior of a Frustrated Spin- Ising Model ","Physical Review B","4_5 Tsuyoshi Horiguchi;Kazuyuki Tanaka;Tohru Morita<","Critical Behavior of a Frustrated Spin- Ising Model <","Critical Behavior of a Frustrated Spin- Ising Model <","148"
"149","Method for the Wave-Number Dependence of the Susceptibility ","Journal of The Physical Society of","4_6 Tsuyoshi Horiguchi;Kazuyuki Tanaka;Tohru Morita<","Coherent-Anomaly Method for the Wave-Number Dependence of the Susceptibility <","Coherent-Anomaly Method for the Wave-Number Dependence of the Susceptibility <","149"
"150","Behavior of Antiferromagnetic Ising Model on Triangular Lattice ","Journal of The Physical Society of","4_7 Jun-ichi Inoue;Kazuyuki Tanaka<","Low-Temperature Behavior of Antiferromagnetic Ising Model on Triangular Lattice <","Low-Temperature Behavior of Antiferromagnetic Ising Model on Triangular Lattice <","150"
"151","properties of image restoration and hyper-parameter estimation, Neural Networks for Signal Processing XI"," Proceedings of the IEEE Signal Processing Society Workshop","4_8 Jun-ichi Inoue;Kazuyuki Tanaka<","Dynamical properties of image restoration and hyper-parameter estimation, Neural Networks for Signal Processing XI<","Dynamical properties of image restoration and hyper-parameter estimation, Neural Networks for Signal Processing XI<","151"
"152","of the maximum likelihood hyper-parameter estimation in image restoration: Gradient descent versus expectation and maximization algorithm,","Physical Review E Article Postscript","4_9 Jun-ichi Inoue;Kazuyuki Tanaka<","Dynamics of the maximum likelihood hyper-parameter estimation in image restoration: Gradient descent versus expectation and maximization algorithm,<","Dynamics of the maximum likelihood hyper-parameter estimation in image restoration: Gradient descent versus expectation and maximization algorithm,<","152"
"153","Field Theory of EM Algorithm for Bayesian Gray Scale Image Restoration,","Journal of Physics A Mathematical and General","5_10 K Tanaka;Tetsuro Nishino; Robert Beals <","Mean Field Theory of EM Algorithm for Bayesian Gray Scale Image Restoration,<","Mean Field Theory of EM Algorithm for Bayesian Gray Scale Image Restoration,<","153"
"154","Circuit Complexity of Symmetric Functions","Information Processing Letters","5_11 K Tanaka;Tetsuro Nishino<","Negation-Limited Circuit Complexity of Symmetric Functions<","Negation-Limited Circuit Complexity of Symmetric Functions<","154"
"155","the complexity of negation-limited Boolean networks ","STOC ACM Symposium Theory of Computing","5_12 K Tanaka;Tetsuro Nishino <","On the complexity of negation-limited Boolean networks <","On the complexity of negation-limited Boolean networks <","155"
"156","the Complexity of Negation-Limited Boolean Networks Symposium on Theory of Computing, pages - , Montréal, Québec, Canada, May ","","5_13 K Tanaka;Tetsuro Nishino <","On the Complexity of Negation-Limited Boolean Networks Symposium on Theory of Computing, pages - , Montréal, Québec, Canada, May <","On the Complexity of Negation-Limited Boolean Networks Symposium on Theory of Computing, pages - , Montréal, Québec, Canada, May <","156"
"157","the Negation-Limited Circuit Complexity of Clique Functions","IEICE Transactions Information and Systems E D","5_14 K Tanaka;Tetsuro Nishino <","On the Negation-Limited Circuit Complexity of Clique Functions<","On the Negation-Limited Circuit Complexity of Clique Functions<","157"
"158","Relationship Between the Number of Negations and the Circuit Size","IEICE Transactions Information and Systems E D","5_15 K Tanaka;Masanori Okada; Milan Vlach <","A Relationship Between the Number of Negations and the Circuit Size<","A Relationship Between the Number of Negations and the Circuit Size<","158"
"159","Total Completion Time in a Flow Shop Under a -Idle Constraint","Symposium Operations Research Jena","5_16 K Tanaka;Tatsuaki Okamoto; Shigenori Uchiyama <","Minimizing Total Completion Time in a Flow Shop Under a -Idle Constraint<","Minimizing Total Completion Time in a Flow Shop Under a -Idle Constraint<","159"
"160","Public-Key Cryptosystems","Advances Cryptology CRYPTO Lecture Notes Computer Science pages Santa Barbara","5_17 K Tanaka;Tatsuaki Okamoto; Shigenori Uchiyama <","Quantum Public-Key Cryptosystems<","Quantum Public-Key Cryptosystems<","160"
"161","Public-Key Cryptosystems","ERATO Workshop Quantum Information Science Tokyo poster session refereed","5_18 K Tanaka;Keiji Omura <","Quantum Public-Key Cryptosystems<","Quantum Public-Key Cryptosystems<","161"
"162","Attack to the Knapsack Cryptosystems with Enumerative Source Encoding"," IEICE Transactions Fundamentals of Electronics Communications and Computer Sciences","5_19 K Tanaka;Shao Chin Sung<","Density Attack to the Knapsack Cryptosystems with Enumerative Source Encoding<","Density Attack to the Knapsack Cryptosystems with Enumerative Source Encoding<","162"
"163","exponential gap with the removal of one negation gate ","Inf Process Lett","5_20 K Tanaka;Shao-Chin Sung <","An exponential gap with the removal of one negation gate <","An exponential gap with the removal of one negation gate <","163"
