"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"85","paper: video augmentation to simulate interactive paper ","ACM Multimedia","5_9 J Robinson;C Robertson; J A Robinson<","Live paper: video augmentation to simulate interactive paper <","Live paper: video augmentation to simulate interactive paper <","85"
"86","Similarity and the Hausdorff Distance"," Proceedings of the Seventh International Conference Image Processing and its Applications UK","6_1 J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray<","Page Similarity and the Hausdorff Distance<","Page Similarity and the Hausdorff Distance<","86"
"87","the Integration of Taxonomic Data: The LITCHI Toolkit ","ICDE International Conference Data Engineering","6_2 J Robinson; Andrew C Jones ; Frank A Bisby ; N J Fiddian ; Nick Pittas ; Richard J White ; Sue M Brandt ; W A Gray ; Xuebiao Xu<","Assisting the Integration of Taxonomic Data: The LITCHI Toolkit <","Assisting the Integration of Taxonomic Data: The LITCHI Toolkit <","87"
"88","with a Hybrid Implementation of a Globally Distributed Federated Database System ","WAIM Web Age Information Management","6_3 J Robinson; Andrew C Jones ; Jonathan Giddy ; N J Fiddian ; W A Gray<","Experiences with a Hybrid Implementation of a Globally Distributed Federated Database System <","Experiences with a Hybrid Implementation of a Globally Distributed Federated Database System <","88"
"89","the GRID for Biodiversity Research: The GRAB Demonstrator ","SSDBM Statistical and Scientific Database Management","6_4 J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray<","Using the GRID for Biodiversity Research: The GRAB Demonstrator <","Using the GRID for Biodiversity Research: The GRAB Demonstrator <","89"
"90","Knowledge Integrity Testing for Taxonomic Databases ","SSDBM Statistical and Scientific Database Management","6_5 J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray<","LITCHI: Knowledge Integrity Testing for Taxonomic Databases <","LITCHI: Knowledge Integrity Testing for Taxonomic Databases <","90"
"91","Detection for Integration of Taxonomic Data Sources ","SSDBM Statistical and Scientific Database Management","6_6 J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray<","Conflict Detection for Integration of Taxonomic Data Sources <","Conflict Detection for Integration of Taxonomic Data Sources <","91"
"92","for Effective Integration, Maintenance and Evolution of Species Databases ","SSDBM Statistical and Scientific Database Management","6_7 J Robinson; Andrew C Jones ; Frank A Bisby ; Iain Sutherland ; Richard J White ; Sue M Brandt ; Suzanne M Embury ; W A Gray<","Techniques for Effective Integration, Maintenance and Evolution of Species Databases <","Techniques for Effective Integration, Maintenance and Evolution of Species Databases <","92"
"93","integrity enforcement techniques for data reconciliation ","Inf Syst","6_8 J Robinson; Andrew C Jones ; Frank A Bisby ; N J Fiddian ; Nick Pittas ; Richard J White ; Sue M Brandt ; W A Gray ; Xuebiao Xu<","Adapting integrity enforcement techniques for data reconciliation <","Adapting integrity enforcement techniques for data reconciliation <","93"
"94","A Flexible Architecture for Integrating Autonomous Databases to Comprise a Distributed Catalogue of Life ","DEXA Database and Expert Systems Applications","7_1 J Robinson; Bj&oslash;rn Heckel ; Brian K Flachs ; Samuel H Russ<","SPICE: A Flexible Architecture for Integrating Autonomous Databases to Comprise a Distributed Catalogue of Life <","SPICE: A Flexible Architecture for Integrating Autonomous Databases to Comprise a Distributed Catalogue of Life <","94"
"95","Task Migration Implementation of the Message-Passing Interface ","HPDC High Performance Distributed Computing Symposium","7_2 J Robinson; Bharathi Janapareddi ; Ioana Banicescu ; Rong Lu ; Samuel H Russ ; Sheikh Ghafoor<","A Task Migration Implementation of the Message-Passing Interface <","A Task Migration Implementation of the Message-Passing Interface <","95"
"96","An Integration of Fine and Coarse-Grained Load-Balancing Strategies ","HPDC High Performance Distributed Computing Symposium","7_3 J Robinson; Bj&oslash;rn Heckel ; Brian K Flachs ; Samuel H Russ<","Hectiling: An Integration of Fine and Coarse-Grained Load-Balancing Strategies <","Hectiling: An Integration of Fine and Coarse-Grained Load-Balancing Strategies <","96"
"97","Automated Task Allocation for MPI ","IPPS International Parallel Processing Symposium","7_4 J Robinson; Bj&oslash;rn Heckel ; Brian K Flachs ; Samuel H Russ<","Hector: Automated Task Allocation for MPI <","Hector: Automated Task Allocation for MPI <","97"
"98","Hector Distributed Run-Time Environment ","IEEE Trans Parallel Distrib Syst","7_5 J Robinson; Brad Meyers ; Chun-Heong Tan ; Laxman Rajagopalan ; Matt Gleeson ; Samuel H Russ<","The Hector Distributed Run-Time Environment <","The Hector Distributed Run-Time Environment <","98"
"99","Hector to run MPI programs over networked workstations ","Concurrency Practice and Experience","8_1 J Robinson; Julia G Bodmer ; Matthew J Waller ; Peter Parham ; Steven G E Marsh<","Using Hector to run MPI programs over networked workstations <","Using Hector to run MPI programs over networked workstations <","99"
"100","Database - a sequence database for the human major histocompatibility complex ","Nucleic Acids Research","8_2 J Robinson; Lorna J Kennedy ; Matthew J Waller ; Natasja de Groot ; Peter Parham ; Peter Stoehr ; Ronald Bontrop ; Steven G E Marsh<","IMGT/HLA Database - a sequence database for the human major histocompatibility complex <","IMGT/HLA Database - a sequence database for the human major histocompatibility complex <","100"
"101","and IMGT/MHC: sequence databases for the study of the major histocompatibility complex ","Nucleic Acids Research","8_3 J Robinson; Chantal Ginestoux ; Denys Chaume ; G&eacute;rard Lefranc ; Julia Bodmer ; Manuel Ruiz ; Marc Lemaitre ; Marie-Paule Lefranc ; Peter Stoehr ; Ronald Bontrop ; Steven G E Marsh ; V&eacute;ronique Giudicelli<","IMGT/HLA and IMGT/MHC: sequence databases for the study of the major histocompatibility complex <","IMGT/HLA and IMGT/MHC: sequence databases for the study of the major histocompatibility complex <","101"
"102","the international ImMunoGeneTics database ","Nucleic Acids Research","9_10 J Robinson;P A Jensen ; J K Robinson<","IMGT, the international ImMunoGeneTics database <","IMGT, the international ImMunoGeneTics database <","102"
"103","Quality Principles Applied to a Large Lecture Course>ASEE Journal of Engineering Education abstract
9_11 E Neacy; N Abt; S Brown; M McDavid; J Robinson; S Srodes; T Stanley>Cost Analysis for a Multiple Product / Multiple Process Factory: Application of SEMATECHs Future Factory Design Methodology,","Proceedings of the Advanced Semiconductor Manufacturing Conference abstract","9_12 J Robinson;J K Robinson; L W Schruben; J W Fowler<","Demings Quality Principles Applied to a Large Lecture Course<>ASEE Journal of Engineering Education abstract
9","Demings Quality Principles Applied to a Large Lecture Course<>ASEE Journal of Engineering Education abstract
9_11 E Neacy; N Abt; S Brown; M McDavid; J Robinson; S Srodes; T Stanley<>Cost Analysis for a Multiple Product / Multiple Process Factory: Application of SEMATECHs Future Factory Design Methodology,<","103"
"104","with Large-Scale Semiconductor Manufacturing Simulations: A Frequency Domain Approach to Factor Screening,","Proceedings of the Institute of Industrial Engineers Research Conference Los Angeles Computer Animation abstract","9_13 J Robinson;J K Robinson; J W Fowler; J F Bard<","Experimenting with Large-Scale Semiconductor Manufacturing Simulations: A Frequency Domain Approach to Factor Screening,<","Experimenting with Large-Scale Semiconductor Manufacturing Simulations: A Frequency Domain Approach to Factor Screening,<","104"
"105","Review of Real-Time Control Strategies for Furnace Batch Sizing in Semiconductor Manufacturing "," abstract Request the paper from my company s website","9_14 J Robinson;J K Robinson; J W Fowler; J F Bard<","A Review of Real-Time Control Strategies for Furnace Batch Sizing in Semiconductor Manufacturing <","A Review of Real-Time Control Strategies for Furnace Batch Sizing in Semiconductor Manufacturing <","105"
"106","Use of Upstream and Downstream Information in Scheduling Semiconductor Batch Operations,","International Journal of Production Research abstract","9_1 J Robinson;Alvin C Bruska ; Navdeep S Grewal ; Timbur M Wulf<","The Use of Upstream and Downstream Information in Scheduling Semiconductor Batch Operations,<","The Use of Upstream and Downstream Information in Scheduling Semiconductor Batch Operations,<","106"
"107","simulation model cycle times at Seagate Technology ","Winter Simulation Conference","9_2 J Robinson;Alvin C Bruska ; Navdeep S Grewal ; Timbur M Wulf<","Validating simulation model cycle times at Seagate Technology <","Validating simulation model cycle times at Seagate Technology <","107"
"108","Targeted Cycle-Time Reduction into the Capital Planning Process ","Winter Simulation Conference","9_3 J Robinson;F Chance; J K Robinson; J W Fowler; O Gihr; B Rodriguez; L W Schruben<","Integrating Targeted Cycle-Time Reduction into the Capital Planning Process <","Integrating Targeted Cycle-Time Reduction into the Capital Planning Process <","108"
"109","Design of Experiments Methodology for Semiconductor Wafer Fab Capacity Planning "," abstract See also SEMATECH Technology Transfer A TR Request the paper from my company s website","9_4 J Robinson;F Chance; J K Robinson; N Winter<","A Design of Experiments Methodology for Semiconductor Wafer Fab Capacity Planning <","A Design of Experiments Methodology for Semiconductor Wafer Fab Capacity Planning <","109"
"110","To Good Answers: Effective Methods For Validating Complex Models,","Proceedings of the SMOMS Conference San Jose Computer Animation abstract Request the paper from my company s website","9_5 J Robinson;F Chance; J K Robinson; J W Fowler<","Getting To Good Answers: Effective Methods For Validating Complex Models,<","Getting To Good Answers: Effective Methods For Validating Complex Models,<","110"
"111","Manufacturing With Simulation: Model Design, Development, and Deployment,","Proceedings of the Winter Simulation Conference San Diego Computer Animation Abstract Request the paper from my company s website","9_6 J Robinson;J Domaschke; S Brown; J K Robinson; F Leibl<","Supporting Manufacturing With Simulation: Model Design, Development, and Deployment,<","Supporting Manufacturing With Simulation: Model Design, Development, and Deployment,<","111"
"112","Implementation Of Cycle Time Reduction Strategies For Semiconductor Back-End Manufacturing,","Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website","9_7 J Robinson;J W Fowler ; J K Robinson<","Effective Implementation Of Cycle Time Reduction Strategies For Semiconductor Back-End Manufacturing,<","Effective Implementation Of Cycle Time Reduction Strategies For Semiconductor Back-End Manufacturing,<","112"
"113","and Improvement of Manufacturing Capacity MIMAC Project Final Report,","SEMATECH Technology Transfer A TR Request the paper from my company s website","9_8 J Robinson;Richard Giglio<","Measurement and Improvement of Manufacturing Capacity MIMAC Project Final Report,<","Measurement and Improvement of Manufacturing Capacity MIMAC Project Final Report,<","113"
"114","planning for semiconductor wafer fabrication with time constraints between operations ","Winter Simulation Conference","9_9 J Robinson;N S Grewal; A C Bruska; T M Wulf; J K Robinson<","Capacity planning for semiconductor wafer fabrication with time constraints between operations <","Capacity planning for semiconductor wafer fabrication with time constraints between operations <","114"
"115","Targeted Cycle-Time Reduction Into The Capital Planning Process,","Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website","","Integrating Targeted Cycle-Time Reduction Into The Capital Planning Process,<","Integrating Targeted Cycle-Time Reduction Into The Capital Planning Process,<","115"
