,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
185,185,DSJohnson LAMcGeoch  EERothberg,"Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,139,185,DJohnson
186,186,MRGarey DSJohnson,"Approximation Algorithms for Combinatorial Problems: An Annotated Bibliography,",Algorithms and Complexity New Directions and Recent Results J F Traub editor Academic Press,1,85,186,DJohnson
187,187,MRGarey RLGraham DSJohnson,"Performance Guarantees for Scheduling Algorithms,",Operations Research,1,86,187,DJohnson
188,188,MRGarey RLGraham DSJohnson AYao,"Resource Constrained Scheduling as Generalized Bin Packing,",J Comb Theory A,1,87,188,DJohnson
189,189,MRGarey DSJohnson BBSimons RETarjan,"Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines,",SIAM Society for Industrial and Applied Mathematics J Computing,1,88,189,DJohnson
190,190,MRGarey DSJohnson RETarjan MYannakakis,"Scheduling Opposing Forests,",SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods,1,89,190,DJohnson
191,191,,"Graph Restrictions and Their Effect,",J Algorithms,1,10,191,DJohnson
192,192,,"Knapsacks, Linear Programs, and a Gamut of Problems,",J Algorithms,1,11,192,DJohnson
193,193,,Local Optimization and the Traveling Salesman Problem ,ICALP Automata Languages and Programming,1,12,193,DJohnson
194,194,,"Embedding Problems,",J Algorithms,1,13,194,DJohnson
195,195,,"Uniqueness,",J Algorithms,1,14,195,DJohnson
196,196,,"Announcements, Updates, and Greatest Hits,",J Algorithms,1,15,196,DJohnson
197,197,TeofiloFGonzalez,A New Algorithm for Preemptive Scheduling of Trees ,J ACM,2,30,197,DJohnson
198,198,BrianMinnihan CeliaWrathall WebbMiller,Reducibility Among Floating-Point Graphs ,J ACM,2,31,198,DJohnson
199,199,SamuelDKashdan,Lower Bounds for Selection in X+Y and Other Multisets ,J ACM,2,32,199,DJohnson
200,200,,A Priority Queue in Which Initialization and Queue Operations Take O log log D Time ,Mathematical Systems Theory,2,33,200,DJohnson
201,201,PanagiotisTakisMetaxas,Connected Components in O \lg^ / |V| Parallel Time for the CREW PRAM,FOCS IEEE Symposium Foundations of Computer Science,2,1,201,DJohnson
202,202,ShankarMVenkatesan,Parallel Algorithms for Minimum Cuts and Maximum Flows in Planar Networks Preliminary Version ,FOCS IEEE Symposium Foundations of Computer Science,2,2,202,DJohnson
203,203,ShankarMVenkatesan,Partition of Planar Flow Networks Preliminary Version ,FOCS IEEE Symposium Foundations of Computer Science,2,3,203,DJohnson
204,204,LarryRaab,Finding Optimal Quorum Assignments for Distributed Databases ,ICPP International Conference Parallel Processing,2,4,204,DJohnson
205,205,PanagiotisTakisMetaxas,Optimal Algorithms for the Vertex Updating Problem of a Minimum Spanning Tree ,IPPS International Parallel Processing Symposium,2,5,205,DJohnson
206,206,LarryRaab,A Tight Upper Bound on the Benefits of Replication and Consistency Control Protocols ,PODS Symposium Principles of Database Systems,2,6,206,DJohnson
207,207,PanagiotisTakisMetaxas,A Parallel Algorithm for Computing Minimum Spanning Trees ,SPAA ACM Symposium Parallel Algorithms and Architectures,2,7,207,DJohnson
208,208,GregNFrederickson,Generalized Selection and Ranking Preliminary Version ,STOC ACM Symposium Theory of Computing,2,8,208,DJohnson
209,209,GregNFrederickson,Generating and Searching Sets Induced by Networks ,ICALP Automata Languages and Programming,2,9,209,DJohnson
210,210,GregNFrederickson,Finding k-th Paths and p-Centers by Generating and Searching Good Data Structures ,J Algorithms,2,10,210,DJohnson
211,211,PanagiotisTakisMetaxas,A Parallel Algorithm for Computing Minimum Spanning Trees ,J Algorithms,2,11,211,DJohnson
212,212,FilliaMakedon JamesMatthews MatthewCheyney PanagiotisTakisMetaxas PeterAGloor,Toward Multimedia Conference Proceedings ,Commun ACM,2,12,212,DJohnson
213,213,LarryRaab,Effects of Replication on Data Availability ,International Journal Computer Simulation,2,13,213,DJohnson
214,214,GregNFrederickson,The Complexity of Selection and Ranking in X+Y and Matrices with Sorted Columns ,J Comput Syst Sci,2,14,214,DJohnson
215,215,PanagiotisTakisMetaxas,Connected Components in O log^ / n Parallel Time for the CREW PRAM ,J Comput Syst Sci,2,15,215,DJohnson
216,216,LarryRaab,A Tight Upper Bound on the Benefits of Replica Control Protocols ,J Comput Syst Sci,2,16,216,DJohnson
217,217,,Finding All the Elementary Circuits of a Directed Graph ,SIAM Society for Industrial and Applied Mathematics J Comput,2,17,217,DJohnson
218,218,RefaelHassin,An O n log&# ; n Algorithm for Maximum Flow in Undirected Planar Networks ,SIAM Society for Industrial and Applied Mathematics J Comput,2,18,218,DJohnson
219,219,GregNFrederickson,Erratum: Generalized Selection and Ranking: Sorted Matrices ,SIAM Society for Industrial and Applied Mathematics J Comput,2,19,219,DJohnson
220,220,GregNFrederickson,Generalized Selection and Ranking: Sorted Matrices ,SIAM Society for Industrial and Applied Mathematics J Comput,2,20,220,DJohnson
221,221,TetsuoMizoguchi,Selecting the Kth element in X + Y and X_ + X_ + + X_m ,SIAM Society for Industrial and Applied Mathematics J Comput,2,21,221,DJohnson
222,222,LarryRaab,Complexity of Network Reliability and Optimal Resource Placement Problems ,SIAM Society for Industrial and Applied Mathematics J Comput,2,22,222,DJohnson
223,223,PanagiotisTakisMetaxas,Optimal Algorithms for the Single and Multiple Vertex Updating Problems of a Minimum Spanning Tree ,Algorithmica,2,23,223,DJohnson
224,224,MichaelGoldweber,Minimizing Access Costs in Replicated Distributed System Abstract ,PODC Symposium Principles of Distributed Computing,2,24,224,DJohnson
225,225,,Priority Queues with Update and Finding Minimum Spanning Trees ,Inf Process Lett,2,25,225,DJohnson
226,226,TeofiloFGonzalez,Sorting Numbers in Linear Expected Time and Optimal Extra Space ,Inf Process Lett,2,26,226,DJohnson
227,227,,A Note on Dijkstra's Shortest Path Algorithm ,J ACM,2,27,227,DJohnson
228,228,,Efficient Algorithms for Shortest Paths in Sparse Networks ,J ACM,2,28,228,DJohnson
229,229,,Parallel algorithms for minimum cuts and maximum flows in planar networks ,J ACM,2,29,229,DJohnson
230,230,JorjetaJetcheva,Adaptive demand-driven multicast routing in multi-hop wireless ad hoc networks ,MobiHoc,3,10,230,DJohnson
231,231,AdrianPerrig Yih ChunHu,Packet Leashes: A Defense against Wormhole Attacks in Wireless Networks ,INFOCOM The Conference Computer Communications,3,11,231,DJohnson
232,232,AndrewMyles CharlesEPerkins,IMHP: A Mobile Host Protocol for the Internet ,Computer Networks and ISDN Systems,3,12,232,DJohnson
233,233,AndrewMyles CharlesEPerkins,A Mobile Host Protocol Supporting Route Optimization and Authentication ,IEEE Journal Selected Areas Communications,3,13,233,DJohnson
234,234,CharlesEPerkins,Route Optimization for Mobile IP ,Cluster Computing,3,14,234,DJohnson
235,235,CharlesEPerkins,Editorial - Mobile Networking in the Internet ,MONET European Network of Excellence,3,15,235,DJohnson
236,236,JDTygar SeanWSmith,Completely Asynchronous Optimistic Recovery with Minimal Rollbacks ,FTCS Symposium Fault Tolerant Computing,3,16,236,DJohnson
237,237,,Internet Support for Wireless and Mobile Networking ,PODC Symposium Principles of Distributed Computing,3,17,237,DJohnson
238,238,WillyZwaenepoel,Recovery in Distributed Systems Using Asynchronous Message Logging and Checkpointing ,PODC Symposium Principles of Distributed Computing,3,18,238,DJohnson
239,239,,Efficient Transparent Optimistic Rollback Recovery for Distributed Application Programs ,Symposium Reliable Distributed Systems,3,19,239,DJohnson
240,240,ChristopherRose,Editorial ,Wireless Networks,3,1,240,DJohnson
241,241,SantashilPalchaudhuri,Power Mode Scheduling for Ad Hoc Networks ,ICNP International Conference Network Protocols,3,2,241,DJohnson
242,242,Yih ChunHu,Ensuring cache freshness in on-demand ad hoc network routing protocols ,POMC Workshop Principles of Computing,3,3,242,DJohnson
243,243,AdrianPerrig Yih ChunHu,SEAD: Secure Efficient Distance Vector Routing for Mobile Wireless Ad Hoc Networks ,WMCSA Workshop Computing Systems and Applications,3,4,243,DJohnson
244,244,AmitKumarSaha JorjetaJetcheva SantashilPalchaudhuri Yih ChunHu,Design and Evaluation of a Metropolitan Area Multitier Wireless Ad Hoc Network Architecture ,WMCSA Workshop Computing Systems and Applications,3,5,244,DJohnson
245,245,Yih ChunHu,Caching strategies in on-demand routing protocols for wireless ad hoc networks ,MOBICOM Computing and Networking,3,6,245,DJohnson
246,246,CharlesEPerkins,Mobility Support in IPv ,MOBICOM Computing and Networking,3,7,246,DJohnson
247,247,DavidAMaltz JorjetaJetcheva JoshBroch Yih ChunHu,A Performance Comparison of Multi-Hop Wireless Ad Hoc Network Routing Protocols ,MOBICOM Computing and Networking,3,8,247,DJohnson
248,248,Yih ChunHu,Implicit source routes for on-demand ad hoc network routing ,MobiHoc,3,9,248,DJohnson
249,249,ENElnozahy WillyZwaenepoel,The Performance of Consistent Checkpointing ,Symposium Reliable Distributed Systems,3,20,249,DJohnson
250,250,SeanWSmith,Minimizing Timestamp Size for Completely Asynchronous Optimistic Recovery with Minimal Rollback ,Symposium Reliable Distributed Systems,3,21,250,DJohnson
251,251,WillyZwaenepoel,Recovery in Distributed Systems Using Optimistic Message Logging and Checkpointing ,J Algorithms,3,22,251,DJohnson
252,252,WillyZwaenepoel,The Peregrine High-performance RPC System ,Softw Pract Exper,3,23,252,DJohnson
253,253,ENElnozahy LorenzoAlvisi Yi MinWang,A survey of rollback-recovery protocols in message-passing systems ,ACM Comput Surv,3,24,253,DJohnson
254,254,WillyZwaenepoel,Transparent Optimistic Rollback Recovery ,Operating Systems Review,3,25,254,DJohnson
255,255,,Scalable and Robust Internetwork Routing for Mobile Hosts ,ICDCS International Conference Distributed Computing Systems,3,26,255,DJohnson
256,256,,Ubiquitous Mobil Host Internetworking ,Workshop Workstation Operating Systems,3,27,256,DJohnson
257,257,DavidEJohnson ElaineCohen,"An improved method for haptic tracing of sculptured surfaces,",Symp Haptic Interfaces Proc ASME Dynamic Systems and Control Division DSC Computer Animation,4,10,257,DJohnson
258,258,DavidEJohnson ThomasVThompsonII MatthewKaplan DonaldNelson ElaineCohen,"Painting Textures with a Haptic Interface,",Virtual Reality VR Virtual Reality,4,11,258,DJohnson
259,259,DaviPeterWillemsen,"Six Degree-of-Freedom Haptic Rendering of Complex Polygonal Models,",Proc Haptics Symposium,4,12,259,DJohnson
260,260,DaviElaineCohen,"Spatialized Normal Cone Hierarchies,",Proc ACM Symposium Interactive D Graphics Research Triangle Park ICSC Symposium Neural Computation,4,13,260,DJohnson
261,261,AliNahvi DonaldDNelson JohnMHollerbach,Haptic Manipulation of Virtual Mechanisms from Mechanical CAD Designs ,ICRA International Conference Robotics and Automation,4,14,261,DJohnson
262,262,ANahvi DDNelson JMHollerbach DEJohnson ,Haptic manipulation of virtual mechanisms from mechanical CAD designs;Belgium Leuven; May - ,Proc IEEE Intl Conf Robotics Automation,4,15,262,DJohnson
263,263,DDNelson ECohen,"Haptic Rendering of Surface-to-Surface Sculpted Model Interaction,",Proc th Annual Symp Haptic Interfaces for Virtual Environment and Teleoperator Systems Nashville ASME,4,16,263,DJohnson
264,264,DonaldDNelson ElaineCohen MatthewKaplan ThomasVThompsonII,Painting Textures with a Haptic Interface ,VR Virtual Reality,4,17,264,DJohnson
265,265,PeterWillemsen,Six Degree-of-Freedom Haptic Rendering of Complex Polygonal Model ,HAPTICS,4,18,265,DJohnson
266,266,ElaineCohen,Bound Coherence for Minimum Distance Computations ,ICRA International Conference Robotics and Automation,4,1,266,DJohnson
267,267,ElaineCohen ThomasVThompsonII,Direct Haptic Rendering of Sculptured Models ,SI D,4,2,267,DJohnson
268,268,ElaineCohen,A Framework for Efficient Minimum Distance Computations ,ICRA International Conference Robotics and Automation,4,3,268,DJohnson
269,269,ElaineCohen,Spatialized normal come hierarchies ,SI D,4,4,269,DJohnson
270,270,JMHollerbach ECohen WBThompson RFreier DEJohnson ANahvi DDNelson TVThompsonII SCJacobsen,"Haptic interfacing for virtual prototyping of mechanical CAD designs,",ASME Design for Manufacturing Symposium Computer Animation,4,5,270,DJohnson
271,271,TVThompsonII DEJohnson ECohen,"Direct haptic rendering of sculptured models,",Proc Symposium Interactive D Graphics,4,6,271,DJohnson
272,272,DavidEJohnson ElaineCohen,"Bound Coherence for Minimum Distance Computations,", International Conference Robotics and Automation ICRA International Conference Robotics and Automation,4,7,272,DJohnson
273,273,DavidEJohnson ElaineCohen ,A framework for efficient minimum distance computations;Belgium Leuven; May - ,Proc IEEE Intl Conf Robotics Automation,4,8,273,DJohnson
274,274,DavidEJohnson ElaineCohen,"Minimum Distance Queries For Polygonal and Parametric Models,",Technical Report UUCS University of Department of Computer Science,4,9,274,DJohnson
275,275,,Democracy and the Global Information Infrastructure ,GI Jahrestagung,5,1,275,DJohnson
276,276,Jean Fran ccedil oisBlanchette,"Cryptography, data retention, and the panopticon society abstract ",ACM Policy,5,2,276,DJohnson
277,277,KeithMiller,"Anonymity, pseudonymity, or inescapable identity on the net abstract ",ACM Policy,5,3,277,DJohnson
278,278,KeithMiller,Ethical Issues for Computer Scientists and Engineers ,The Computer Science and Engineering Handbook,5,4,278,DJohnson
279,279,,Ethics Online: Shaping Social Behavior Online Takes More THan New Laws and Modified Edicts ,Commun ACM,5,5,279,DJohnson
280,280,JohnMMulvey,Accountability and Computer Decision Systems ,Commun ACM,5,6,280,DJohnson
281,281,DonaldGotterbarn JudithPerolle RonaldEAnderson,Using the New ACM Code of Ethics in Decision Making ,Commun ACM,5,7,281,DJohnson
282,282,JoshuaDGuttman,Three Applications of Formal Methods at MITRE ,FME Formal Methods Europe,6,1,282,DJohnson
283,283,JToddWittbold,Information Flow in Nondeterministic Systems ,IEEE Symposium Security and Privacy,6,2,283,DJohnson
284,284,FJavierThayer,Stating Security Requirements with Tolerable Sets ,ACM Trans Comput Syst,6,3,284,DJohnson
285,285,FJavierThayer,Security and the Composition of Machines ,CSFW IEEE Computer Security Foundations Workshop,6,4,285,DJohnson
286,286,FJavierThayer,Security Properties Consistent with the Testing Semantics for Communicating Processes ,CSFW IEEE Computer Security Foundations Workshop,6,5,286,DJohnson
287,287,LBenzinger,Layering Boundary Protections: An Experiment in Information Assurance ,ACSAC Annual Computer Security Applications Conference,6,6,287,DJohnson
288,288,,The Design of Post-Analysis in the Jets Japanese/English Machine Translation System ,FGCS Fifth Generation Computer Systems,7,1,288,DJohnson
289,289,FredDamerau TongZhang,Text Chunking using Regularized Winnow ,ACL Meeting of the Association for Computational Linguistics,7,2,289,DJohnson
290,290,TGoetz FOles TZhang,The KitCat Text Categorization Toolkit ,IBM Technical Report,7,3,290,DJohnson
291,291,SLappin,A Critique of the Minimalist Program ,Linguistics and Philosophy,7,4,291,DJohnson
292,292,LMoss,Dynamic Interpretations of Constraint-based Formalisms ,Journal of Logic Language and Information,7,5,292,DJohnson
293,293,LMoss,Grammar Formalisms Viewed as Evolving Algebras ,Linguistics and Philosophy,7,6,293,DJohnson
294,294,LMoss,Evolving Algebras and Mathematical Models of Language ,L Polos and M Masuch eds Applied Logic How What and Why Kluwer,7,7,294,DJohnson
295,295,SLappin,Local Constraints vs Economy ,CSLI UP Computer Animation,7,8,295,DJohnson
296,296,LMosseds,Linguistics and Philosophy: Special Issue on the Mathematics of Language ,,7,9,296,DJohnson
297,297,AMeyers LMoss,A Unification-based Parser for Relational Grammar ,Proceedings of the st Annual Meeting Association for Cmputational Linguistics,7,10,297,DJohnson
298,298,SLappin,Wh-questions: Unification in a Typed Feature Structure Grammar vs Feature Checking in the Minimalist Program ,Proceedings of the Twelfth Annual Conference of the Association for Theoretical Linguistics,7,11,298,DJohnson
299,299,LMoss,An Overview of Stratified Feature Grammar ,C Martin Vide ed Current Issues Mathematical Linguistics Elsevier,7,12,299,DJohnson
300,300,PPostal,Arc Pair Grammar ,UP,7,13,300,DJohnson
301,301,HWatanabe,Relational Grammar-based Generation in the JETS Japanese-English Machine Translation System ,Machine Translation,7,14,301,DJohnson
302,302,LMoss,Some Formal Properties of Stratified Feature Grammar ,Annals of Artificial Intelligence and Mathematics,7,15,302,DJohnson
303,303,LMoss,Stratified Feature Structures for Multistratal Relational Analyses ,J Cole G Green and J Morgan eds Linguistics and Computation CSLI Computer Animation,7,16,303,DJohnson
304,304,THampp,Text Categorization Toolkit ,U S Patent,7,17,304,DJohnson
305,305,DJohnson,A Feature Structure Formalism for Relational Grammar ,Proceedings of the First International Conference Mathematical Linguistics Taragona,7,18,305,DJohnson
306,306,DJohnson,Governed Rules in the GENIE English Generator ,Proceedings of the Natural Language Processing Workshop Information Society of,7,19,306,DJohnson
307,307,DJohnson,Generation in JETS ,Proceedings of the Annual Meeting Natural Language Processing Information Processing Society of Kyoto,7,20,307,DJohnson
308,308,DJohnson,GENIE: a Transportable English Generator ,Proceedings of the IBM Conference Natural Language Processing Thornwood,7,21,308,DJohnson
309,309,DJohnson,Multimodal Natural Language Interface for Cross-Application Tasks ,U S Patent,7,22,309,DJohnson
310,310,DJohnson,On the Linguistic Design of Post-Analysis in the JETS Japanese-English Machine Translation System ,Proceedings of the International Conference Fifth Generation Computer Systems Tokyo,7,23,310,DJohnson
311,311,DJohnson,A Relational Grammar Approach to Machine Translation ,Proceedings of the Natural Language Processing Workshop Information Society of,7,24,311,DJohnson
312,312,DJohnson,Technical Infrastructure ,Machine Translation Japanese Technology Evaluation Center Loyola IEEE Meta Data Conference NTIS Pub PB,7,25,312,DJohnson
313,313,DJohnson,Toward a Theory of Relationally Based Grammar ,Publishing Inc,7,26,313,DJohnson
314,314,SLappin RLevine DJohnson,The Revolution Confused: A Reply to our Critics ,Natural Language and Linguistic Theory,7,27,314,DJohnson
315,315,SLappin RLevine DJohnson,The Revolution Maximally Confused ,Natural Language and Linguistic Theory press,7,28,315,DJohnson
316,316,SLappin RLevine DJohnson,The Structure of Unscientific Revolutions ,Natural Language and Linguistic Theory,7,29,316,DJohnson
317,317,AdamMeyers LawrenceSMoss,A Unification-Based Parser for Relational Grammar ,ACL Meeting of the Association for Computational Linguistics,7,30,317,DJohnson
318,318,LawrenceSMoss,Dynamic Interpretations of Constraint-Based Grammar Formalisms ,Journal of Logic Language and Information,7,31,318,DJohnson
319,319,LawrenceSMoss,Some Formal Properties of Stratified Feature Grammars ,Annals of Mathematics and Artificial Intelligence,7,32,319,DJohnson
320,320,FrankJOles ThiloGoetz TongZhang,A decision-tree-based symbolic rule induction system for text categorization ,IBM Systems Journal,7,33,320,DJohnson
321,321,SWeiss CApte FDamerau FOles TGoetz THampp,Boosting Text-Mining Performance ,IEEE Intelligent Systems,7,34,321,DJohnson
322,322,WZadrozny MSzummer SJarecki LeoraMorgenstern,Natural Language Understanding with a Grammar of Constructions ,COLING Conference Computational Linguistics Tokyo,7,35,322,DJohnson
323,323,TZhang FDamerau DJohnson,Text Chunking Using Regularized Winnow ,Proceedings of the th Conference Association of Computational Linguistics,7,36,323,DJohnson
324,324,DHJohnson RMGlantz,When does interval coding occur?,CNS,8,10,324,DJohnson
325,325,DHJohnson WRay,Optimal stimulus coding by neural populations using rate codes , to J Computational Neuroscience,8,11,325,DJohnson
326,326,DHJohnson HRodriguez Diaz,Optimizing physical layer data transmission for minimal signal distortion ,ICASSP,8,12,326,DJohnson
327,327,DHJohnson SSinanovic,Symmetrizing the Kullback-Leibler Distance ,,8,13,327,DJohnson
328,328,DHJohnson,Basics of Information Processing ,,8,14,328,DJohnson
329,329,DHJohnson,Dialogue Concerning Neural Coding and Information Theory ,,8,15,329,DJohnson
330,330,DHJohnson,From Signal to Information Processing Presentation ,,8,16,330,DJohnson
331,331,DHJohnson,Four top reasons why mutual information does not assess neural information processing ,,8,17,331,DJohnson
332,332,DHJohnson,Limits of population coding ,CNS,8,18,332,DJohnson
333,333,DHJohnson,Information processing performance limits of neural populations ,Neural Coding Workshop,8,19,333,DJohnson
334,334,DHJohnson,Neural population structures and consequences for neural coding , to J Computational Neuroscience,8,20,334,DJohnson
335,335,DHJohnson,Point process models of single-neuron discharges ,J Computational Neuroscience,8,21,335,DJohnson
336,336,DHJohnson,Optimal linear detectors for additive noise channels ,IEEE Trans Signal Processing,8,22,336,DJohnson
337,337,DHJohnson,Origins of the Equivalent Circuit Concept: The Current-Source Equivalent ,Proc IEEE,8,23,337,DJohnson
338,338,DHJohnson,Origins of the Equivalent Circuit Concept: The Voltage-Source Equivalent ,Proc IEEE,8,24,338,DJohnson
339,339,DHJohnson,"Signal Encoding in the Firing Patterns of Auditory Neurons,",Invited talk IMA Journal of Applied Mathematics Workshop Audition,8,25,339,DJohnson
340,340,AGDabak DHJohnson,Relations between Kullback-Leibler distance and Fisher information ,,8,1,340,DJohnson
341,341,OEKelly DHJohnson BDelgutte  PCariani,Fractal noise strength in auditory-nerve fiber recordings ,J Acoust Soc Am,8,26,341,DJohnson
342,342,IGoodman DHJohnson,New multivariate dependence measures and applications to neural ensembles ,Workshop Statistical Signal Processing,8,2,342,DJohnson
343,343,CharlotteMGruner,Comparison of optimal and suboptimal spike sorting algorithms to theoretical limits ,Neurocomputing,8,3,343,DJohnson
344,344,CCLeang DHJohnson,On the asymptotics of M-hypothesis Bayesian detection ,IEEE Trans Info Th,8,27,344,DJohnson
345,345,CharlotteMGruner,Correlation and neural information coding fidelity and efficiency ,Neurocomputing,8,4,345,DJohnson
346,346,MALexa DHJohnson,Information processing of linear block decoders ,,8,28,346,DJohnson
347,347,CMGruner DHJohnson,Correlation; neural information coding fidelity ; efficiency ,Neurocomputing,8,5,347,DJohnson
348,348,AMLexa DHJohnson,An information processing approach to distributed detection ,Workshop Statistical Signal Processing,8,29,348,DJohnson
349,349,CharlotteMGruner RaymonMGlantz,Quantifying information transfer in spike generation ,Neurocomputing,8,6,349,DJohnson
350,350,DHJohnson JDWise ,A different first course in electrical engineering ,Signal Processing Magazine,8,7,350,DJohnson
351,351,DHJohnson CMGruner  RMGlantz,Quantifying information transfer in spike generation ,Neurocomputing,8,8,351,DJohnson
352,352,DHJohnson CMGruner KBaggerly  CSeshagiri,Information-theoretic analysis of neural coding ,J Computational Neuroscience,8,9,352,DJohnson
353,353,AMLexa DHJohnson,A new look at the informational gain of soft decisions ,ICASSP,8,30,353,DJohnson
354,354,AMLexa DHJohnson,Optimizing binary decision systems by manipulating transmission intervals ,,8,31,354,DJohnson
355,355,CSMiller DHJohnson JPSchroeter LMyint RMGlantz,Visual responses of crayfish ocular motoneurons: An information theoretical analysis ,J Computational Neuroscience,8,32,355,DJohnson
356,356,CSMiller DHJohnson JPSchroeter LLMyint  RMGlantz,Visual signal in an optomotor reflex: Systems ; information theoretic analysis ,J Computational Neuroscience,8,33,356,DJohnson
357,357,ClydeSMiller JohnPSchroeter LayLMyint RaymonMGlantz,Visual Signals in an Optomotor Reflex: Systems and Information Theoretic Analysis ,Journal of Computational Neuroscience,8,34,357,DJohnson
358,358,CRozell DHJohnson,Information processing during transient responses in the crayfish visual system ,,8,35,358,DJohnson
359,359,ChandranSeshagiri CharlotteMGruner KeithABaggerly,Information-Theoretic Analysis of Neural Coding ,Journal of Computational Neuroscience,8,36,359,DJohnson
360,360,SSinanovic DHJohnson,Toward a theory of information processing ,International Symposium Information Theory,8,37,360,DJohnson
361,361,WWang DHJohnson,Linear transforms of symbolic data ,IEEE Trans Signal Processing,8,38,361,DJohnson
362,362,LYue DHJohnson,Optimal binaural processing based on point process models of preprocessed cues ,J Acoust Soc Am,8,39,362,DJohnson
363,363,MZacksenhouse DHJohnson JWilliams  CTsuchitani,Single-neuron modeling of LSO unit responses ,J Neurophysiol,8,40,363,DJohnson
364,364,JudithGBrodman,What Small Business and Small Organizations Say About the CMM: Experience Report ,ICSE International Conference Software Engineering,9,1,364,DJohnson
365,365,JudithGBrodman,A Software Process Improvement Approach Tailored for Small Organizations and Small Projects Tutorial ,ICSE International Conference Software Engineering,9,2,365,DJohnson
366,366,JudithGBrodman,Return on Investment ROI from Software Process Improvement as Measured by US Industry ,Software Process Improvement and Practice,9,3,366,DJohnson
367,367,JudithGBrodman,Applying CMM Project Planning Practices to Diverse Environments ,IEEE Software,9,4,367,DJohnson
368,368,JudithGBrodman,Realities and Rewards of Software Process Improvement ,IEEE Software,9,5,368,DJohnson
