,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
263,Y Chen;Y C Chen;Th Gast," On-line Measurement in Production Engineering, ",International Symposium Remote Sensing and Precision Measurement,18,72,263,YChen
264,Y Chen;W N Lie;Y C Chen," Moving Object Detection, Inspection and Counting Using Image Stripe Analysis, ",Pattern Recognition Letters,18,176,264,YChen
265,Y Chen;Y C Chen;C F Chen," An Enviroment-Recoginition Method for Robot Guidance, ",Twelfth Annual IEEE Industrial Electronics Society Conference pp,18,73,265,YChen
266,Y Chen;W N Lie;Y C Chen," Integrating Intensity and Range Sensing to Construct -D Polyhedra Representations, ",CVGIP Graphical Model and Image Processing published book Progress Computer Vision and Image Understanding ed by Azriel Rosenfeld and published by Academic Press,18,177,266,YChen
267,Y Chen;Y C Chen," New Algorithm of Interpolation for a Computer Numerical Control System, ",Journal of the Chinese Institute of Engineers,18,74,267,YChen
268,Y Chen;W N Lie;Y C Chen," Robust Line Drawing Extraction of Polyhedra Using Weighted Polarized Hough Transform, ",Pattern Recognition,18,178,268,YChen
269,Y Chen;C F Chen;W S Chou;Y C Chen," A New Mark-based Method for Camera Calibration, ",Proc of IPPR Conference Computer Vision Graphics and Image Processing,18,75,269,YChen
270,Y Chen;C W Lin;Y C Chen;M T Sun," Dynamic region of interest transcoding for multipoint video conferencing, ",Proceedings of Int Computer Symp Workshop Computer Networks Internet and Multimedia,18,179,270,YChen
271,Y Chen;Y C Chen;H L Wang,"A New Method for the Parameter Estimation of Linear System,", Proc of the National Symposium Automatic Control,18,76,271,YChen
272,Y Chen;Y C Chen," Untersuchung ueber das Fehlerverhalten bei Integration und den RUNGE KUTTA_Verfahren -ter und -ter Ordnung unter Verwendung des Simulations programs CSMP, ",Allgemeine Elektrotechnik und Datenverarbeitungs systeme,18,77,272,YChen
273,Y Chen;Y C Chen," Application of Microprocessor in Signal Analysis, ",ERSO ITRI Report,18,78,273,YChen
274,Y Chen;Y C Chen,"Applications of Modern System Theory in Measurement Engineering,", Proc of the First International Symposium Policy Analysis and Information System,18,79,274,YChen
275,Y Chen;C D Chen;C H Chou;Y C Chen ," Systolic Array Architecture for Motion Estimation in Image Sequence Coding, ",Visual Communication and Image Processing,18,100,275,YChen
276,Y Chen;Y C Chen," The -D Convolution Subject to Data Spreading Algorithm, ",NSC E Report,18,101,276,YChen
277,Y Chen;Y C Chen;C C Lin," The Design of an Automated Guidance Vehicle, ",Proceedings of the National Symposium Automatic Control,18,102,277,YChen
278,Y Chen;C F Chen;W S Chou;Y C Chen," The Mark-Based Approaches for Motion Estimation from -D Point Sets, ",Journal of the Chinese Institute of Engineers,18,103,278,YChen
279,Y Chen;Y C Chen;C C Lin," The Speed Control of the Three Phase Induction on Automatic Control, , - ",,18,104,279,YChen
280,Y Chen;Y C Chen," The Structure of a Programmable Digital Filter, ",Proceedings of the symposium Electromagnetic Waves and Communications National Univ,18,105,280,YChen
281,Y Chen;Y C Chen;T I Liu," Automatic Programming of Tools Graphic Input, ", st Nat Conf Mech Eng CSME,18,106,281,YChen
282,Y Chen;J S Chen;W N Lie;Y C Chen," Automatic Thresholding for Edge Detection Based on Human Visual Perception, ", ICS International Conference Supercomputing,18,107,282,YChen
283,Y Chen;Y C Chen;W L Lee, Texture Classification Using Multi-resolution Fractal Feature Vector , Proc of the Fourth Asian Conference Computer Vision I Taipei,18,108,283,YChen
284,Y Chen;Y C Chen,"Texture Analysis and Classification through Fractal Geometry,", NSC Report,18,109,284,YChen
285,Y Chen;C W Lin;T J Liou;Y C Chen, Dynamic Rate Control in Multipoint Video Transcoding , IEEE International Symposium Circuits and Systems,18,180,285,YChen
286,Y Chen;C W Lin;Y C Chen;M T Sun," Dynamic Sub-window Skipping for Multipoint Video Conferencing, ", to IEEE Trans Circuits and Systems for Video Technology,18,181,286,YChen
287,Y Chen;C W Lin;Y J Chang;Y C Chen," Face-Assisted Video Coding in Video Telephony Applications, ", to IEICE Trans Information and Systems,18,182,287,YChen
288,Y Chen;J W Lin;Y C Chen;C L Wang," Efficient Bit-level Systolic Array for QMF Banks, ",Proceedings of SPIE The International Society for Optical Engineering Symposium Visual Communication and Image Processing U S A,18,183,288,YChen
289,Y Chen;Y C Chen,"Proceedings of the National Symposium on Automatic Control, - ", Digital Sensing,18,80,289,YChen
290,Y Chen;C W Lin;Eryin Fei;Y C Chen, Efficient Video Coding R-D Constrained Quadtree Segmentation , Picture Coding Symposium,18,184,290,YChen
291,Y Chen;Y C Chen," Practical Experimental Techniques to Identify the Natural Frequency of Second- Order System, ",Advances Control Ed by D G Lainiotis and N S Tzannes D Reidel Publishing Comp,18,81,291,YChen
292,Y Chen;J W Lin;Y C Chen;C L Wang," Efficient VLSI Architectures for HDTV Subband Filter Banks, ",Signal Processing of HDTV IV Elsevier Science Publishers,18,185,292,YChen
293,Y Chen;Y C Chen," Optimal Filtering for Control Systems, ",Master Thesis National University,18,82,293,YChen
294,Y Chen;C W Lin;Y C Chen;C L Wang," Efficient VLSI Architectures for Multirate Systems and Subband Filtering, ",IEEE Workshop Visual Signal Processing and Communications,18,186,294,YChen
295,Y Chen;Y C Chen," Robust, Adaptive Signal Processing and its Fast Computation, ",NSC E Report,18,83,295,YChen
296,Y Chen;C W Lin;Y J Chang;Y C Chen, Hierachical Motion Estimation Algorithm Based on Pyramidal Sucessive Elimination , International Computer Symposium Proceedings of Workshop Image Processing and Character Recognition,18,187,296,YChen
297,Y Chen;Y C Chen," Robotic Seam Tracking Using Tactile Sensor, ",Proceedings of the National Symposium Automatic Control,18,84,297,YChen
298,Y Chen;C W Lin;E Y Fei;Y C Chen," Hierarchical Disparity Estimation Using Spatial Correlation, ",IEEE Trans Consumer Electronics,18,188,298,YChen
299,Y Chen;Y C Chen;S H Huang," Reconstruction of D Objects from Scattered and Volumetric Data, ",Proceedings of th IPPR Conference Computer Vision Graphics and Image Processing,18,85,299,YChen
300,Y Chen;W X Lin;C W Lin;Y J Chang;Y C Chen," Video Processing for an Object-Based Video Conferencing, ",Proceedings of Workshop Consumer Electronics,18,189,300,YChen
301,Y Chen;Y C Chen," Research on Color Display and Print-out, ",ITRI CCL Constraints Computational Logics Project Report,18,86,301,YChen
302,Y Chen;Y C Chen,"Scalable and Compatible Design for High-Definition Video Encoder,", NSC Report,18,87,302,YChen
303,Y Chen;Y C Chen;M F Tsai," A Scanning Laser-range-finder Dual Receivers, ",Journal of the Chinese Institute of Engineers,18,88,303,YChen
304,W Y Chen;W N Lie;Y C Chen," Segmented Description of -D Objects Range and Intensity Data, ",Proc of International Conference Image Processing ICIP International Conference Image Processing,18,89,304,YChen
305,Y Chen;Y C Chen," Texture Analysis System and Its Applications, ",NSC E Report,18,110,305,YChen
306,Y Chen;Y C Chen;Y C Chen;A S Chiang, Two-Level Model Averaging Techniques in Drosophila Brain Imaging , by IEEE International Conference Image Processing,18,111,306,YChen
307,Y Chen;Y C Chen;S W Jeng," Two-Layer Coding for ATM-Based Video Transmission Systems, ",Signal Processing of HDTV V Elseiver Science Publishers,18,112,307,YChen
308,Y Chen;Y C Chen,"Transform parameter estimation for matching between satellite images II ,", NSC E Report,18,113,308,YChen
309,Y Chen;Y J Chang;Y C Li;Y C Chen, An MPEG- SNHC Compatible Implementation of a Virtual Chat Room ,International Symposium Consumer Electronics,18,10,309,YChen
310,Y Chen;Y C Chen,"Tissue Characterization by Artificial Neural Netwoork continued ,", Veterans General Hospital Project Report,18,114,310,YChen
311,Y Chen;G W Chang;Y C Chen," A Neural-Fuzzy Processing Architecture for Color Separation and Mixing Systems, ",Proc of HD Media Technology and Applications Workshop,18,11,311,YChen
312,Y Chen;Y C Chen,"Tissue Classification by Artificial Neural Network,", Veterans General Hospital Project Report,18,115,312,YChen
313,Y Chen;Y J Chang;Y C Chen," Robust Head Pose Estimation Using Textured Polygonal Model Local Correlation Measure, ",Proceedings of the Second IEEE Pacific Rim Conference Multimedia IEEE PCM,18,12,313,YChen
314,Y Chen;Yao-Jen Chang,Robust Head Pose Estimation Using Textured Polygonal Model with Local Correlation Measure ,IEEE Pacific Rim Conference Multimedia,18,13,314,YChen
315,Y Chen;C H Cheng;Y J Chang;Y C Chen, Human Face Feature Tracking and Head Pose Estimation Aid of Kalman Filter , Proc of th IPPR Conference Computer Vision Graphics and Image Processing,18,116,315,YChen
316,Y Chen;G W Chang;Y C Chen, Spectral Responsivity Estimator for Color Vision Systems: Filter Selection and Noise Effect , by Proceedings of National Science Council Part A,18,14,316,YChen
317,Y Chen;Chien-Chia Chien ; Yao-Jen Chang,Facial Expression Analysis under Various Head Poses ,IEEE Pacific Rim Conference Multimedia,18,117,317,YChen
318,Y Chen;G W Chang;Y C Chen, Spectral estimation of color CCD cameras , Proc of SPIE The International Society for Optical Engineering Input Output and Imaging Technologies SPIE The International Society for Optical Engineering,18,15,318,YChen
319,Y Chen;C H Chou;Y C Chen," Building a -D Workspace for Mobile Robots by Stereo Vision and Registration of Marks, ",Proc of Symposium of International Society for Photogrammetry and Remote Sensing Commission V,18,118,319,YChen
320,Y Chen;G W Chang;Y C Chen, Automatic spectral measurement system for color video cameras , IEEE Trans Consumer Electronics,18,16,320,YChen
321,Y Chen;W S Chou;Y C Chen;K S Hsieh," Computer-assisted Analysis of the Motion of the Heart by Evaluating the Optical Flow, ",Proc of,18,119,321,YChen
322,Y Chen;Y J Chang;Y C Chen," Textured Polygonal Model Assisted Facial Model Estimation from Image Sequence, ",Proceedings of IEEE International Conference Image Processing,18,17,322,YChen
323,Y Chen;Y C Chen ,"Adaptive Coding Scheme and VLSI Architecture for Real-time Codec for Moving Images ¢¹ ,",NSC E Report,18,18,323,YChen
324,Y Chen;Y C Chen ,"An Adaptive Coding Scheme and VLSI Architectures for Realtime Codec for Moving Images,", TL NSC Report,18,19,324,YChen
325,Y Chen;C W Lin;Y J Chang;Y C Chen, Low Complexity Face-Assisted Video Coding , Proc of International Conference Image Processing,18,190,325,YChen
326,Y Chen;J J Lin;Y C Chen," Image Registration by Principle Component Analysis of Feature Point Sets, ",ibid,18,191,326,YChen
327,Y Chen;C W Lin;W X Lin;Y C Chen;M T Sun," Implementation of H Compliant Virtual Meeting Systems, ",Proceedings of Int Computer Symp Workshop Computer Networks Internet and Multimedia,18,192,327,YChen
328,Y Chen;C W Lin;W H Wang;Y C Chen;M T Sun;Jenq-Neng Hwang," Implementation of H video conference systems personal presence control, ",Proc IEEE Int Conf Consumer Electronics,18,193,328,YChen
329,W Y Chen;W N Lie;Y C Chen," Segmented Description of Industrial Parts in Range Image, ",Proc of the Workshop Computer Vision Graphics and Image Processing,18,90,329,YChen
330,Y Chen;C W Lin;Y J Chang;Y C Chen;M T Sun," Implementation of a Real-time Object-Based Virtual Meeting System, ",Proceedings of IEEE International Conference Multimedia and Expo,18,194,330,YChen
331,W Y Chen;W N Lie;Y C Chen," Segmented Description of Industrial Parts Range and Intensity Data, ",Proc of the Third National Conference Automation Technology,18,91,331,YChen
332,Y Chen;J W Lin;Y C Chen;C L Wang," An Efficient Architecture for HDTV Subband Filter Banks, ",Proceedings of International Workshop HDTV KAWASAKI,18,195,332,YChen
333,Y Chen;Y C Chen;W N Lie," Shape Representation and Matching Using Polar Signatrues, ",ICS International Conference Supercomputing,18,92,333,YChen
334,Y Chen;F L Lin;Y C Chen," An Improved Tufts and Kurmaresan Method for Direction of Arrival Estimation, ",Proc of Telecommunication Symposium,18,196,334,YChen
335,Y Chen;Y C Chen;W N Lie," A Solid-Modeling-Based -D Vision System, ",Twelfth Annual IEEE Industrial Electronics Society Conference,18,93,335,YChen
336,Y Chen;C W Lin;Y J Chang;C M Wang;Y C Chen;M T Sun," A Realtime Standard Compliant Virtual Meeting System, ",Eurasip Journal Applied Signal Processing,18,197,336,YChen
337,Y Chen;Y C Chen;W N Lie," Solid Modeling in Three-Dimensional Object Recognition system, ",ICS International Conference Supercomputing,18,94,337,YChen
338,Y Chen;C W Lin;Eryin Fei;Y C Chen, Rate-Distortion Constrained Quadtree Segmentation for Stereoscopic Video Coding , Proc of International Symposium Multimedia Information Processing,18,198,338,YChen
339,Y Chen;Y C Chen;Th Gast," Sensitive Measurements of Displacement and Masses, ",Proceedings of the International Symposium Precision Meaurement and Gravity Experiment,18,95,339,YChen
340,Y Chen;C W Lin;Eryin Fei;Y C Chen, Rate-Distortion Optimized Quadtree Coding of Video , Proc of International Symposium Multimedia Information Processing ISMIP,18,199,340,YChen
341,Y Chen;Y C Chen,A Study on Multipoint Video Transcoding Techniques, ITRI CCL Constraints Computational Logics Project Report,18,96,341,YChen
342,Y Chen;Y C Chen;H B Yu," A study on Implenentation of an Effective DSP Processor, ",Proceedings of Symposium National Automatic Control,18,97,342,YChen
343,Y Chen;Y C Chen,"A Study on Neural-Fuzzy Processing Architecture for Color Appearance-Based Model of Human Vision,", NSC E Report,18,98,343,YChen
344,Y Chen;Y C Chen," Stoermomentkompensation bei einer Schwebewaage mit Hilfe Adaptiver Regelung, ",Doctoral Dissertation,18,99,344,YChen
345,Y Chen;W S Chou;C M Wu;Y C Chen;K S Hsieh," Detecting Myocardial Boundaries of Left Ventricle from Single Frame DE Image, ",Pattern Recognition,18,120,345,YChen
346,Y Chen;J C Chou;Y J Chang;Y C Chen," Facial Feature Point Tracking and Expression Analysis for Virtual Conferencing Systems, ",Proceedings of IEEE International Conference Multimedia and Expo,18,121,346,YChen
347,Y Chen;C H Chou;Y C Chen," VLSI Architecture for High-speed and Flexible -D Digital Filters, ",IEEE Trans Signal Processing,18,122,347,YChen
348,Y Chen;C H Chou;Y C Chen," A VLSI Architecture for Real-time and Flexible Image Template Matching, ",IEEE Trans Circuits and,18,123,348,YChen
349,Y Chen;Y C Chen ,"Robust, Adaptive Signal Processing and its Fast Computation Â¢Âº ,", NSC E Report,18,20,349,YChen
350,Y Chen;C H Chou;Y C Chen," Modular Architectures for High Speed and Flexible Two- Dimensional Digital Filter, ",Proc of IEEE International Symposium Circuits and Systems,18,124,350,YChen
351,Y Chen;Y C Chen ,"Texture Differentiation and Classification by Artificial Neural Nets,", NSC E Report,18,21,351,YChen
352,Y Chen;Y C Chen,Object-based Virtual Conferencing System based on MPEG- , ITRI CCL Constraints Computational Logics Project Report,18,22,352,YChen
353,Y Chen;C H Chou;Y C Chen," Moment-Preserving Pattern Matching, ",Pattern Recognition,18,125,353,YChen
354,Y Chen;Y C Chen,"Object Oriented/Waveform Based High Compression Codec Design,", ITRI CCL Constraints Computational Logics Project Report,18,23,354,YChen
355,Y Chen;W S Chou;Y C Chen," A New Fast Algorithm for Effective Training of Neural Classifiers, ",Pattern Recognition,18,126,355,YChen
356,Y Chen;Y C Chen;N C Lin," A Bit-Sliced Design for a Programmable Digital Filter, ",Journal of the Chinese Institute of Engineers,18,24,356,YChen
357,Y Chen;C H Chou;Y C Chen," A Parallel Motion Estimation Algorithm for Interframe Image Coding, ",Proc of Telecommunications Symposium,18,127,357,YChen
358,Y Chen;Y C Chen,"Coding Methods and Error Handling Techniques for Very Low Bit rate Video Signals,", NSC E Report,18,25,358,YChen
359,Y Chen;W S Chou;Y C Chen," Estimation of the Velocity Field of -D Deformable Motion, ",Pattern Recognition,18,128,359,YChen
360,Y Chen;Y C Chen," Convergence Study of Two Real-Time Parameter Estimation Schemes for Nonlinear System, ",Nonlinear Stochastic Problems NATO ASI Series,18,26,360,YChen
361,Y Chen;W S Chou;C M Wu;Y C Chen;K S Hsieh," Automatically Detecting Endocardium and Epicardium of Left Ventricle by Digital Image Processing for Two-dimensional Echocardiography, ",Journal of the Chinese Institute of Engineers,18,129,361,YChen
362,Y Chen;Y C Chen," Circuit Design for Multifrequency Signaling System, ",Technical Report of Telecommunication Laboratory,18,27,362,YChen
363,Y Chen;Y S Chen;Y C Chen," Correspondence Analysis in Surface Reconstruction from Serial Planar Contours, ",Proceedings of IPPR Conference Computer Vision Graphics and,18,28,363,YChen
364,Y Chen;Y C Chen;C F Rau," Cross-Coupled Contouring Control System, ",Processdings of the National Symposium Automatic Control,18,29,364,YChen
365,Y Chen;C M Lin;Y C Chen," The Objective and Subjective Improvements of Discrete Cosine Transform for Image Coding, ",Proc of Telecommunication Symposium,18,200,365,YChen
366,Y Chen;T C Liu;Y C Li;Y C Chen," Hierachical Motion-Based Segmentation and Selective Refinement Algorithm for Warping Deformable Mesh, ",Proc of,18,201,366,YChen
367,"Y Chen;Image Processing,", ,,18,202,367,YChen
368,Y Chen;H C Ting;C H Chou;Y C Chen," Motion-Compensted Adaptive Coder using Buffer Control Strategy, ",Proc of ICS International Conference Supercomputing,18,203,368,YChen
369,Y Chen;on Automatic Control , ,,18,130,369,YChen
370,Y Chen;Y T Wang;C K Hwang;Y C Chen," Adaptive Coherent-Signal Subspace Algorithm for Direction Estimation and Tracking, ",Proc of,18,204,370,YChen
371,Y Chen;Y F Hs u an d Y C Ch en; , R ational Interpolation by Extendible Inverse Discrete Cosine Transform , Electronics Letters,18,131,371,YChen
372,Y Chen;W H Wang;Y C Chen," Affine Transform Based Search Strategy for Invariant Recognition Scant Templates, ",Proc of IPPR Conference Computer Vision Graphics and Image Processing,18,205,372,YChen
373,Y Chen;Y F Hsu;Y C Chen, Digital TV Broadcasting Using Ka-Band Satellite ,IEEE International Symposium Consumer Electronics,18,132,373,YChen
374,Y Chen;Y F Hsu;Y C Chen," Digital TV Format Conversion by Extendible DCT, ",Proc of IEEE International Symposium Consumer Electronics,18,133,374,YChen
375,Y Chen;W H Wang;W N Lie;Y C Chen," A Fuzzy-Computing Method for Rotation-Invariant Image Tracking, ",Proc of International Conference Image Processing,18,206,375,YChen
376,Y Chen;Y C Chen;C F Chen," A -D Object Recognition Method by Using Ultrasonic Sensor and a TV-Camera, ",Sixth IASTED Interatinal Symposium Robtics and Automation,18,30,376,YChen
377,Y Chen;Y Wang;Y C Chen, A Fast D Display System for Medical Ultrasound Images , Proc of th IPPR Conference Computer Vision Graphics and Image Processing,18,207,377,YChen
378,Y Chen;Y F Hsu;Y C Chen, Digital TV Video Format Conversion by Extendible Inverse DCT and Its Recursive Algorithm for VLSI Implementation , IEEE Trans Consumer Electronics,18,134,378,YChen
379,Y Chen;Y C Chen," Digital Processing and -D Recognition of Echocardiographic Image, ",Veterans General Hospital Project Report,18,31,379,YChen
380,Y Chen;W H Wang;Y C Chen, Histogram Matching by Moment Normalization ,IEICE Trans Information and Systems E D,18,208,380,YChen
381,Y Chen;Y F Hsu;C J Huang;Y C Chen," Video Codec Design MPEG- Spatial Scalability, ",ibid B B,18,135,381,YChen
382,Y Chen;Y C Chen," -D Vision System using Solid Modeling and Laser-aided Stereo Ranging, ",NSC E Report,18,32,382,YChen
383,Y Chen;Wen-Hao Wang,Image registration by control points pairing using the invariant properties of line segments ,Pattern Recognition Letters,18,209,383,YChen
384,Y Chen;Y F Hsu;C H Hsieh;Y C Chen, Embedded SNR Scalable MPEG- Video Encoder and Its Associated Error Resilience Decoding Procedures ,Signal Processing Image Communication,18,136,384,YChen
385,Y Chen;Y C Chen," Identification of a System Containing Multi-Valued Nonlinearity, ",ASS,18,33,385,YChen
386,Y Chen;Y F Hsu;Y C Chen;C J Huang;M J Sun, MPEG- Spatial Scalable Coding and Transport Stream Error Concealment for Satellite TV Broadcasting Using Ka-Band , IEEE Trans Broadcasting,18,137,386,YChen
387,Y Chen;W T Chen;Y C Chen," Adaptive Block Matching for Image Sequence Coding, ",International Symposium Communications ISCOM,18,34,387,YChen
388,Y Chen;Y F Hsu;Y C Chen," Extendible Inverse DCT Transform and Its Application on Digital Image Interpolation, ",Proc of International Symposium Communication,18,138,388,YChen
389,Y Chen;Y C Chen,"Adaptive Coding and Hardware Architecture for High-Definition Video Encoder,", NSC E Report,18,35,389,YChen
390,Y Chen;Y F Hsu;C H Hsieh;Y C Chen," An Improved Architecture for MPEG- SNR Scalable Video System, ",Proc of HD Media Technology and Applications Workshop,18,139,390,YChen
391,Y Chen;Y C Chen,"Adaptive Coding and Hardware Architectures for HDTV,", NSC E Report,18,36,391,YChen
392,Y Chen;Y C Chen," Adaptive Regelung fuer eine Schwebewaage, ",Regelungstechnik Heft,18,37,392,YChen
393,Y Chen;Y C Chen,Direct Broadcast Experiment of Digital TV Signal, NSC NSPO A ECP Report,18,38,393,YChen
394,Y Chen;Y C Chen;H C Wang;J -F Kiang;M K Tsai, Direct Broadcast Experiment of Digital TV Signals on ROCSAT- ECP Payload , supplemental issue for the project for ROCSAT of Terrestrial Atmospheric Oceanic Sciences TAO Journal,18,39,394,YChen
395,Y Chen;C M Wang;Y J Chang;Y C Chen," Moving Object Extraction using Mosaic Technique and Tracking Active Camera, ",Proceedings of IPPR Conference Computer Vision Graphics and Image Processing,18,210,395,YChen
396,Y Chen;J W Wang;Y C Chen," Indoor Navigation of Autonomous Land Vehicle, ",Proceedings of National Symposium Automatic Control,18,211,396,YChen
397,Y Chen;W H Wang;Y C Chen," Invariant Image Matching By Compacting And Moment normalization, ",Journal of the Chinese Institute of Engineers,18,212,397,YChen
398,Y Chen;Y T Wang;J K Hwang;Y C Chen," Analysis of the Decorrelation Effect under Spatial Smoothing Technique, ",Proc of IEEE TENCON HongKong,18,213,398,YChen
399,Y Chen;Y F Hsu;Y C Chen," A New Adaptive Separable Median Filter for Removing Blocking Effects, ",IEEE Trans Consumer Electronics,18,140,399,YChen
400,Y Chen;W H Wang;Y C Chen," A New Approach for Scale, Rotation and Translation Invariant Pattern Recognition, ",Optical Engineering,18,214,400,YChen
401,Y Chen;Y F Hsu;M J Sun;Y C Chen," Error Concealment for MPEG- Transport Stream in Satellite Communication, ",Proc of Workshop Consumer Electronics Digital Video and Multimedia,18,141,401,YChen
402,Y Chen;C H Huang;Y C Chen," Buffer Control using Fuzzy Classification in Adaptive Perceptual Quantization, ",Journal of the Chinese Institute of Electrical Engineering,18,142,402,YChen
403,Y Chen;W H Wang;Y C Chen;W N Lie," Phase-only Circular Harmouics Correlation for Rotation-invariant Image Tracking, ",Proc of Proc of IPPR Conference Computer Vision Graphics and Image Processing,18,215,403,YChen
404,Y Chen;W H Wang;Y C Chen," Point pattern matching by line segments and labels, ",Electronics Letters,18,216,404,YChen
405,Y Chen;M Y Huang;C W Lin;Y C Chen," -D Object- Based Coding Algorithm for Stereo Image Sequences, ",Proc of International Workshop Synthetic Natural Hybrid Coding and Three Dimensional Imaging,18,143,405,YChen
406,Y Chen;Y C Chen,"Disturbance Rejection and Adaptive Control for a Magnetic Suspension Balance,", Proc of the National Symposium Automatic Control,18,40,406,YChen
407,Y Chen;W H Wang;Y C Chen;W N Lie," Architecture of Circular Harmonics Correlation for Rotation-Invariant Image Tracking, ",Proc of,18,217,407,YChen
408,Y Chen;M Y Huang;C W Lin;Y C Chen;E Y Fei," -D Object Coding Algorithm for Stereo Image Sequences, ",Proc of International Symposium Multimedia Information Processing,18,144,408,YChen
409,Y Chen;C C Chen;Y J Chang;Y C Chen," Audio-to-Visual Conversion Using Gaussian Mixture Model, ",Proceedings of Workshop Consumer Electronics,18,41,409,YChen
410,Y Chen;W Z Wu;W N Lie;Y C Chen," Building a Map of Occupied Space for Mobile Robot by Stereo Vision and Registration of Marks, ",Proc of the Third National Conference Automation Technology,18,218,410,YChen
411,Y Chen;H Y Huang;Y C Chen, Error Resilence and Error Concealment Techniques for MPEG Video Coding , Proc of Workshop Consumer Electronics,18,145,411,YChen
412,Y Chen;Y C Chen;Th Gast," Feedback Principles in Measurement, ",International Symposium Remote Sensing and Precision Measurement,18,42,412,YChen
413,Y Chen;C M Wu;W S Chou;Y C Chen," -D Display of Inner and Outer Surface of Left Ventricle, ",Proc of the Workshop Computer Vision Graphics and Image Processing,18,219,413,YChen
414,Y Chen;J K Hwang;Y C Chen," A Combined Detection-Estimation Algorithm for Harmonic- Retrieval Problem, ",Signal Processing,18,146,414,YChen
415,Y Chen;Y C Chen,"From Video Conferencing to Virtual Presence,",Proceedings of IPPR Conference Computer Vision Graphicsand Image Processing,18,43,415,YChen
416,Y Chen;J K Hwang;Y C Chen," -D Extension of Alternating Maximum Likelihood Notching Algorithm, ",Proc of the Second International Symposium Signal Processing and Applications ISSPA Brisbane Queensland,18,147,416,YChen
417,Y Chen;Y C Chen," Fast Image Processing Using Ultrasonic Sensored TV Camera , ",NSC E Report,18,44,417,YChen
418,Y Chen;J K Hwang;Y C Chen," Final Estimation from Noisy Observation in Transient Period, ",Proc of National Symposium,18,148,418,YChen
419,Y Chen;Y C Chen," Fast Image Processing Using Ultrasonic Sensors and TV Camera, ",NSC E Report,18,45,419,YChen
420,Y Chen;J K Hwang;Y C Chen," An Efficient Algorithm and Pipelined VLSI Architecture for the Maximum Likelihood Estimation of Directions of Arrival, ",Proc of IEEE International Conference ASSP,18,149,420,YChen
421,Y Chen;Y C Chen,"Fast Maximum Likehood Estimation for the Superimposed Signals Model,", NSC Report,18,46,421,YChen
422,Y Chen;Y C Chen;W H Wang," Histogram Matching by Moment Normalization, ",ICS International Conference Supercomputing Proc of International Conference Image Processing and Character Recognition,18,47,422,YChen
423,Y Chen;Y C Chen;J -F Kiang;M K Tsai;L G Shi;P K Liaw, Ka-Band Channel Simulation for Communication Experiments on ROCSAT- , Progress Electromagnetics Research Symposium PIERS,18,48,423,YChen
424,Y Chen;Y C Chen,Video Transcoding Architectures for Multi-point Video Conferencing, ITRI CCL Constraints Computational Logics Project Report,18,49,424,YChen
425,Y Chen;S Gabriela;P P Chong," Visualizing Business Rules in Corporate Databases, ",Industrial Management Data Systems,19,10,425,YChen
426,Y Chen," Quality Control Information Systems: An Entity-Relationship Approach, ",International Journal Policy and Information,19,11,426,YChen
427,Y Chen," Expert System for On-line Quality Control, ",Proceedings of the First International Conference Applications of Artificial Intelligence Engineering Problems Editors Dr Sriram and R Adey,19,12,427,YChen
428,Y Chen;J M Pruett," Expert Systems and Operational Integration, ",Computer Aided Engineering Applications the American Society of Mechanical Engineers th National Congress San Diego,19,13,428,YChen
429,Y Chen;R T Justis," Web-based Teaching and Training: A Frequency-based Approach, ",Proceedings of the Americas Conference of Information Systems,19,14,429,YChen
430,Y Chen;C R Mount;T W Liao," Influential Roles Of It In A Frequency-Based Work-Centered Analysis, ",Proceedings of the Americas Conference of Information Systems,19,15,430,YChen
431,Y Chen;D Leleux;B Ives," Information Systems Knowledge Repository: A Structure for Electronic Scholarship, ",Proceedings of the Americas Conference of Information Systems,19,16,431,YChen
432,Y Chen," Information Systems and E-Business in Franchising, ",Franchising Chapter Third Edition R Justis and R Judd DAME,19,17,432,YChen
433,Y Chen," Information Systems in Franchising, ",Franchising Chapter Second Edition R Justis and R Judd DAME,19,18,433,YChen
434,Y Chen;P P Chong;Y Tong," Enhancing Quality of Distributed Database Design: A Functional Entity-Relationship Approach, ",Proceedings of the Fifth International Academy of Business Disciplines Volume II,19,19,434,YChen
435,A Chatranon;J Chen;P P Chong;Y Chen," Customer Relationship Management and E-Commerce, ",Proceedings of the International Conference E Business Hong Kong,19,1,435,YChen
436,Y Chen," E-Business, Franchising, and Knowledge Capital, ",MBA Program School of Management Fudan University Shanghai,19,2,436,YChen
437,Y Chen;P P Chong;R T Justis," E-Business Strategy in Franchising: A Customer-Service-Life-Cycle Approach, ",Proceedings of the th Annual International Society of Franchising Conference,19,3,437,YChen
438,Y Chen;R L Burford," Decision Support and Expert Systems in Marketing Quality Assurance, ",Proceedings of the Pan Pacific Conference IV,19,4,438,YChen
439,Y Chen;R T Justis;P P Chong," Data Mining in Franchise Organizations, ", Organizational Data Mining Leveraging Data Resources for Optimal Performance edited by Hamid R Nemati Christopher D Barko,19,5,439,YChen
440,Y Chen;P P Chong;R T Justis," Franchising Knowledge Repository: A Structure for Learning Organizations, ",Proceedings of the th Annual International Society of Franchising Conference San Diego,19,6,440,YChen
