"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"1485","S Lee; Tok Wang Ling","Are Your Trigger Rules Correct?","DEXA Database and Expert Systems Applications Workshop","11","5","1485"
"1486","Y Chen;F F Ali;K Matsuo;Z Nakao;Y -W Chen","An evolutionary algorithm for CT image reconstruction","Journal of Robotics and Mechatronics","11","5","1486"
"1487","Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura"," Reconstruction of Neutron Penumbral Images by a Genetic Algorithm with Laplacian Constraint"," Neural Networks for Signal Processing Eds S Usui et IEEE Press","11","50","1487"
"1488","Y Chen;Y -W Chen","Review of imaging techniques for burn region observation in laser fusion research"," Invited Speech Proc of rd Conf of Association for Science and Technology Chinese Academic Press","11","51","1488"
"1489","Y Chen;Y -W Chen;K Nomaru;K Kou;Y Izawa;S Nakai;C Yamanaka"," Research activities on atomic laser isotope separation at ILT and ILE, Osaka University"," Proc of th Workshop separation phenomena liquid and gass Beijin","11","52","1489"
"1490","Y-W Chen;Z Nakao;K Arakaki;X Fang;S Tamura"," Restoration of Gray Images Based on a Genetic Algorithm with Laplacian Constraint"," Fuzzy Sets and Systems SCI Scalable Coherent Interface","11","53","1490"
"1491","Y Chen;Y -W Chen"," Simultaneous Measurement of Time-Resolved D Temperature Distribution of Evaporation Surface Heated by an Electron Beam with Sweeping Mode"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul","11","54","1491"
"1492","Y Chen;Y -W Chen","Simultaneous Measurement of Time-resolved D Temperature Distribution of Evaporation Surface Heated by Swept Electron Beam","IEEE Trans Instrumentation Measurement SCI Scalable Coherent Interface","11","55","1492"
"1493","Yen-Wei Chen;Noel Mendoza;Shinyu Uehara;Zensho Nakao;Tatsuhiro Adachi;Yoshihisa Masuda","Estimating wind speed in lower atmosphere wind profiler based on genetic algorithms","Proc of IEEE Instrumentation and Measurement Conference Budapest","11","56","1493"
"1494","Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;M Nakai;K A Tanaka;K Nishihara;T Yamanaka;S Nakai"," Three-dimensional imaging of laser imploded targets"," J Appl Phys","11","57","1494"
"1495","Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;M Nakai;T Yamanaka;S Nakai"," Three-Dimensional Imaging of Laser-Imploded Targets Using X-ray Computed Tomography Technique"," IEEE Trans SCI Scalable Coherent Interface","11","58","1495"
"1496","Y Chen;Y -W Chen;M Yamanaka;N Miyanaga;T Yamanaka;S Nakai;C Yamanaka;S Tamura"," Three-dimensional reconstruction of laser-irradiated targets using URA coded aperture cameras"," Opt Commun SCI Scalable Coherent Interface","11","59","1496"
"1497","Chung-Ping Chen;Chris C N Chu;D F Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp","11","6","1497"
"1498","J Lee;Edmund H Durfee ; Piotr J Gmytrasiewicz","Overeager Reciprocal Rationality and Mixed Strategy Equilibria ","AAAI National Conference Artificial Intelligence","11","6","1498"
"1499","J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio","An Experimental Performance Evaluation of Join Algorithms for Parallel Object Databases ","Euro Par","11","6","1499"
"1500","S Lee; Tok Wang Ling","Improving Integrity Checking for Exists-Constraints ","DASFAA Database Systems for Advanced Applications","11","6","1500"
"1501","Y Chen;F Ali;Z Nakao;Y -W Chen"," Two new neural network approaches to two-dimensional CT image reconstruction"," Fuzzy Sets and Systems SCI Scalable Coherent Interface","11","6","1501"
"1502","Y Chen;Y -W Chen;Z Nakao;S Tamura"," Attenuation correction for x-ray emission computed tomography of laser-produced plasma"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","11","60","1502"
"1503","Tatsuro Enokura;Yen-Wei Chen;Zensho Nakao","A fast algorithm for image restoration based on a hybrid GA and SA","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W","11","61","1503"
"1504","Y Chen;Xue Fang ; Zensho Nakao","Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis ","International Conference Evolutionary Computation","11","62","1504"
"1505","Y Chen;Y Izawa;Y -W Chen;K Noumaru;N S Aly;K Kou;H Niki;S Nakai;C Yamanaka"," Near-resonant effects on laser pulse propagation in atomic laser isotope separation"," Proc of SPIE The International Society for Optical Engineering EI","11","63","1505"
"1506","Y Chen;Y Kawano;Z Nakao;Y -W Chen"," An Application of Automaton Neural Networks to Artificial Agents"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian","11","64","1506"
"1507","Y Chen;Y Kawano;Z Nakao;Y -W Chen"," Automaton Neural Networks and Artificial Agents - Simulation"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific","11","65","1507"
"1508","Y Chen;K Kishimoto;Y -W Chen;Z Nakao;I Nakamura;S Tamura"," A quantitative evaluation of URA coded aperture imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea","11","66","1508"
"1509","Y Chen;K Kishimoto;Y -W Chen;Z Nakao"," Tomographic Resolution of URA Coded Aperture Imaging and Its Enhansment"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","11","67","1509"
"1510","N Kitabatake;Y-W Chen;Z Nakao","Improvement of tomographic imaging in coded aperture system based on simulated annealing","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea","11","68","1510"
"1511","Tetsuya Kohatsu;Shinya Nozaki;Yen-Wei Chen","CT image reconstruction based on a heuristic method from limited number of projections","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press","11","69","1511"
"1512","Chung-Ping Chen;Chris C N Chu;D F Wong"," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ","IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design","11","7","1512"
"1513","J Lee;Edmund H Durfee","On Explicit Plan Languages for Coordinating Multiagent Plan Execution ","ATAL Agent Theories Architectures and Languages","11","7","1513"
"1514","J Smith; ","On Synchronisation in Fault-Tolerant Data and Compute Intensive Programs over a Network of Workstations ","Euro Par","11","7","1514"
"1515","S Lee; Gillian Dobbie ; Mong-Li Lee ; Tok Wang Ling ; Xiaoying Wu","NF-SS: A Normal Form for Semistructured Schema ","ER International Conference Conceptual Modeling the Entity Relationship Approach Workshops","11","7","1515"
"1516","Y Chen;N S Aly;K Noumaru;Y -W Chen;H Niki;Y Izawa;S Nakai"," Selective photoionization scheme for atomic Gadolinium laser isotope separation"," Rew Laser Eng SCI Scalable Coherent Interface","11","7","1516"
"1517","Y Chen;R Lin;Y -W Chen;K Teruya;I Nakamura;H Higa;Z Nakao","The use of a GPS in geographic information system construction","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea","11","70","1517"
"1518","Y Chen;Hanqing Lu ; Xiang-Yan Zeng ; Zensho Nakao","An ICA-Based Illumination-Free Texture Model and Its Application to Image Retrieval ","IEEE Pacific Rim Conference Multimedia","11","71","1518"
"1519","Noel Mendoza;Yen-Wei Chen;Zensho Nakao","A hybrid EA approach to multisensor image super-resolution","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima","11","72","1519"
"1520","Noel Mendoza;Yen-Wei Chen;Zensho Nakao;Tatsuhiro Adachi"," A hybrid optimization method using real-coded multi-parent EA, simplex and simulated annealing with applications in the resolution of overlapped signals, ","Applied Soft Computing","11","73","1520"
"1521","Y Chen;Noel Mendoza;Y -W Chen;Z Nakao","A hybrid optimization method using real-coded multi-parent EA, simplex and simulated annealing with applications in the resolution of overlapped signals","Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya","11","74","1521"
"1522","Noel Mendoza;Yen-Wei Chen;Jeng-Shyang Pan","A systematic SC-based methodology for super-resolution of video sequences","Proc of th Int Conf Neural Information Processing Shanghai","11","75","1522"
"1523","Y Chen;T Miyagi;Z Nakao;Y -W Chen"," A Study on Adaptive Complex Systems under some simple conditions"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific","11","76","1523"
"1524","Y Chen;N Miyanaga;Y -W Chen et al ","gHigh-resolution Penumbral Imaging","Radiation C Japanese","11","77","1524"
"1525","Hiroaki Monma;Yen-Wei Chen;Zensho Nakao","Computed tomography based on a self-organizing neural network","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W","11","78","1525"
"1526","Y Chen;H Nagamoto;F Ali;Z Nakao;Y -W Chen"," Evolutionary CT Image Reconstruction by Variant Chromosome Size"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","11","79","1526"
"1527","Chung-Ping Chen;Yao-Wen Chang;D F Wong"," Fast performance-driven optimization for buffered clock trees based on Lagrangian relaxation, ","IEEE ACM Design Automation Conference DAC Design Automation Conference","11","8","1527"
"1528","J Lee;Edmund H Durfee","Structured Circuit Semantics for Reactive Plan Execution Systems ","AAAI National Conference Artificial Intelligence","11","8","1528"
"1529","J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio","Polar: An Architecture for a Parallel ODMG Compliant Object Database ","CIKM International Conference Information and Knowledge Management","11","8","1529"
"1530","S Lee; Leonid A Kalinichenko ; Mong-Li Lee ; Tok Wang Ling","Designing Good Semi-Structured Databases and Conceptual Modeling ","ER International Conference Conceptual Modeling the Entity Relationship Approach","11","8","1530"
"1531","Y Chen;Kouichi Arakaki ; Shinichi Tamura ; Zensho Nakano","Evolutionary Reconstruction of Neutron Penumbral Images ","International Conference Evolutionary Computation","11","8","1531"
"1532","Y Chen;M Nakai;S Shinohara;M Katayama;Y -W Chen;S Kobayashi;N Miyanaga;K Tanaka;K Nishihara;M Yamanaka;T Yamanaka;S Nakai"," Development of X-ray emission computed tomography for ICF Research"," Rev Sci Instrum SCI Scalable Coherent Interface","11","80","1532"
"1533","Y Chen;M Nakai;M Yamanaka;H Azechi;Y -W Chen;T Jitsuno;M Katayama;K Mima;N Miyanaga;H Nakaishi;M Nakatsuka;A Nishiguchi;P A Norreys;Y Setsuhara;M Takagi;T Norimatsu;T Yamanaka;S Nakai"," X-ray and particle diagnostics of a high-density plasma by laser implosion"," Rev Sci Instrum SCI Scalable Coherent Interface","11","81","1533"
"1534","Y Chen;Z Nakao;Y -W Chen;T Tengan;M Kinjo"," Ada-based support packages for fuzzy expert system construction & GUI"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto","11","82","1534"
"1535","Y Chen;Z Nakao;M Takashibu;Y -W Chen"," Evolutionary CT image reconstruction by image partitioning"," Lecture Notes Artificial Intelligence Eds X Yao J H Kim T Furuhashi Springer","11","83","1535"
"1536","Y Chen;Z Nakao;Y -W Chen;M Takashibu;Y Kina"," Evolutionary reconstruction of gray images"," Proc of Int Fuzzy Systems and Intelligent Control Conf Hawai","11","84","1536"
"1537","Y Chen;Z Nakao;Y -W Chen;F Ali"," Evolutionary reconstruction of plane binary images from projections"," J Jpn Soc Fuzzy Theo and Sys","11","85","1537"
"1538","Y Chen;Z Nakao;Y -W Chen;M Takashibu;Y Kina"," Evolutionary reconstruction of plane color images from projections"," FUZZY LOGIC FOR THE APPLICATIONS TO COMPLEX SYSTEMS Edited by W Chiang J Lee World Scientific","11","86","1538"
"1539","Y Chen;Z Nakao;Y -W Chen;F Ali"," An Evolutionary reconstruction technique of plane uniform images"," Proc of International Conference Neural Information Processing Beijing","11","87","1539"
"1540","Y Chen;Z Nakao;Y -W Chen;T Tengan"," Neuro-genetic reconstruction of ternary gray image from projections"," Proc of th IASTED International Conference Applied Informatics Innsbruck","11","88","1540"
"1541","Y Chen;Z Nakao;Y -W Chen;M Noborikawa;S Tobaru;T Tengan"," Reconstruction of Gray Images by Neural Networks"," Methodologies for the Conception Design and Application of Intelligent System Edited by T Yamakawa G Matsumoto World Scientific","11","89","1541"
"1542","C Chen;Tsung-Hao Chen ; Yahong Cao ; Yu-Min Lee","HiPRIME: hierarchical and passivity reserved interconnect macromodeling engine for RLKC power delivery ","DAC Design Automation Conference","11","9","1542"
"1543","J Lee;Edmund H Durfee ; Marcus J Huber ; Michael Kurnow","TAIPE: Tactical Assistants for Interaction Planning and Execution ","Agents","11","9","1543"
"1544","J Smith; Santosh K Shrivastava","A System for Fault-Tolerance Execution of Data and Compute Intensive Programs over a Network of Workstations ","Euro Par I","11","9","1544"
"1545","S Lee; Chuan-Heng Ang ; Tok Wang Ling ; Zheng Xuan Loh","Analysis of pre-computed partition top method for range top-k queries in OLAP data cubes ","CIKM International Conference Information and Knowledge Management","11","9","1545"
"1546","Y Chen;H Arakawa;Y -W Chen;Z Nakao;K Yamashita;I Nakamura;S Tamura"," A noise-smoothing filtering based on adaptive windowing for penumbral imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea","11","9","1546"
"1547","Y Chen;Z Nakao;Y -W Chen;Y Kina"," ART estimation of color images from projections"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto","11","90","1547"
"1548","Y Chen;Makoto Nakasone ; Midori Takashibu ; Yasuyuki Kina ; Zensho Nakao","Evolutionary Reconstruction of Gray Images ","International Conference Evolutionary Computation","11","91","1548"
"1549","Y Chen;M Nakasone;F Ali;Z Nakao;Y -W Chen"," Parallel Evolutionary Reconstruction of Gray Images by Exponential Gray Level Growth"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","11","92","1549"
"1550","Y Chen;S Narieda;Y -W Chen;K Yamashita","Blind nonlinear channel identification based on higher order statistics using hybrid genetic algorithm","Proc of IEEE Int Conf Systems Man and Cybernetics Nashville","11","93","1550"
"1551","Y Chen;H Niki;N E S Aly;K Kou;K Nomaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka"," Laser isotope separation of gadolinium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito","11","94","1551"
"1552","Y Chen;M Noborikawa;F Ali;Z Nakao;Y -W Chen"," Gray Image Reconstruction by Parallel Simulated Annealing"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","11","95","1552"
"1553","Y Chen;K Nomaru;Y Izawa;Y -W Chen"," Growth of Spatial Nonuniformity of Laser Beam Propagating in Near-Resonant Atomic Vapor"," Journal of Nuclear Science and Technology SCI Scalable Coherent Interface","11","96","1553"
"1554","Y Chen;K Nomaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka"," Spatial and temporal behavious of laser beam propagating in atomic vapor"," Laser Interaction and Related Plasma Phenomera Edited by S Nakai G H Miely AIP Press","11","97","1554"
"1555","Y Chen;K Noumaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka"," Near-resonant effects on propagation of frequency-swept laser pulse in atomic vapor laser isotope separation"," J Nucl Sci Technol SCI Scalable Coherent Interface","11","98","1555"
"1556","Y Chen;K Noumaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka"," Propagation of laser pulse in near resonant medium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito","11","99","1556"
"1557","A Kumar; Vishv M Malhotra","A Look-Ahead Interpreter for Sequential Prolog and Its Implementation ","FSTTCS Foundations of Software Technology and Theoretical Computer Science","12","1","1557"
"1558","C Chen;","","Integration of Rule Based and Neural Network for Assembly Planning","12","1","1558"
"1559","D Johnson; Daniel R L Brown","Formal Security Proofs for a Signature Scheme with Partial Message Recovery ","RSA","12","1","1559"
"1560","J Lee;","Parallel Video Servers: A Tutorial ","IEEE MultiMedia","12","1","1560"
"1561","J Martin; Chris Lankester","Ask Me Tomorrow: The NRC and University of Ottawa Question Answering System ","TREC Text REtrieval Conference","12","1","1561"
"1562","J Robinson; ","Software Engineering Curriculum Development Model ","CSEE","12","1","1562"
"1563","J Smith; Alan L Leiner ; Rosalind B Marimont ; W A Notz","Concurrently operating computer systems ","IFIP International Federation for Information Processing Congress","12","1","1563"
"1564","M Brown;","Selecting Semantics for Use with Semantic Pruning of Linear Deductions ","Australian Joint Conference Artificial Intelligence","12","1","1564"
"1565","M Jones; Sing Bing Kang","Appearance-Based Structure from Motion Using Linear Classes of -D Models ","International Journal of Computer Vision","12","1","1565"
"1566","M Miller; L Jay Wantz","Educational Metadata in Use ","Computer Networks","12","1","1566"
"1567","S Lee;Jae-young Chang","Query Reformulation Using Materialized Views in Data Warehousing Environment ","DOLAP International Workshop Data Warehousing and OLAP","12","1","1567"
"1568","Y Chen; Chauchin Su ; Shyh-Jye Jou ; Yuan-Tzu Ting","Metrology for analog module testing using analog testability bus ","ICCAD International Conference Computer Aided Design","12","1","1568"
"1569","C Chen;C L P Chen;S Xie"," A Freedhand Drawing System using Fuzzy Concepts, ","Computer Aided Design Volume Number","12","10","1569"
"1570","J Lee;H L Lai; Jack Y B Lee; L K Chen","A Monotonic-Decreasing Rate Scheduler for Variable-Bit-Rate Video Streaming,"," IEEE Transactions Circuits and Systems for Video Technology","12","10","1570"
"1571","S Lee;J Jung;D Kim;S -g Lee","EE-Cat: Extended Electronic Catalog for Dynamic and Flexible Electronic Commerce,","Proceedings of Information Resources Management Association Conference","12","10","1571"
"1572","C Chen;C L P Chen;Y Cao;S R LeClair"," Materials structure-property prediction using a Self-Architecting Neural Network, ","Journal of Alloys and Compounds","12","11","1572"
"1573","J Lee;L S Lam; Jack Y B Lee; S C Liew; W Wang","A Transparent Rate Adaptation Algorithm for Streaming Video over the Internet,","Proc th International Conference Advanced Information Networking and Applications AINA Advanced Information Networking and Applications Fukuoka","12","11","1573"
"1574","S Lee;Han-joon Kim","Building topic hierarchy based on fuzzy relations ","Neurocomputing","12","11","1574"
"1575","C Chen;C L P Chen;S Xie; A Fuzzy Freedhand Drawing System"," in Fuzzy Information Engineering: A Guided Tour of Applications, Edited by D Dubois, H Prade, and R Yager, John Wiley & Sons, - , ","","12","12","1575"
"1576","J Lee;Jack Y B Lee","Buffer Management and Dimensioning for a Pull-Based Parallel Video Server,","IEEE Transactions Circuits and Systems for Video Technology","12","12","1576"
"1577","S Lee;D Kim;S -g Lee","Catalog Management in e-Commerce Systems,","Proceedings of International Conference Computer Science and Technology","12","12","1577"
"1578","C Chen;C L P Chen;S R LeClair;Y-H Pao"," An Incremental Adaptive Implementation of Functional-Link Process: for Function Approximation, Time-Series Prediction, and System Identification, ","Neurocomputing an International Journal","12","13","1578"
"1579","J Lee;Jack Y B Lee","Channel Folding An Algorithm to Improve Efficiency of Multicast Video-on-Demand Systems,"," IEEE Transactions Multimedia","12","13","1579"
"1580","S Lee;D Kim;J Kim;S -g Lee","Catalog Integration for Electronic Commerce through Category-Hierarchy Merging Technique,","Proceedings of Workshop Research Issues Data Engineering E E Business Systems RIDE Research Issues Data Engineering EC","12","13","1580"
"1581","C Chen;C L P Chen;S R LeClair"," An Integration of Design and Manufacturing: Solving Setup Generation and Feature Sequencing Using Unsupervised Learning Approach, ","Computer Aided Design","12","14","1581"
"1582","J Lee;Jack Y B Lee","Concurrent Push - A Scheduling Algorithm for Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology","12","14","1582"
"1583","S Lee;H Kim;S -g Lee","Discovering Taxonomic Relationships from Textual Documents,","Proceedings of IASTED Applied Informatics Conference","12","14","1583"
"1584","C Chen;C L P Chen;Y H Pao"," An Integration of Neural Network and Rule-Based Systems for Design and Planning of Mechanical Assemblies, ","IEEE Trans Systems Man and Cybernetics SMC","12","15","1584"
"1585","J Lee;Jack Y B Lee;W T Leung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System,","Proc International Conference Parallel and Distributed Systems","12","15","1585"
"1586","S Lee;H Kim;S -g Lee","An Effective Document Clustering Method using User-Adaptable Distance Metrics,","Proceedings of ACM Symposium Applied Computing","12","15","1586"
"1587","J Lee;Jack Y B Lee; P C Wong","Design and Performance Evaluation of A Multimedia Web Server,","Journal of Visual Communication and Image Representation","12","16","1587"
"1588","S Lee;H Kim;S -g Lee","An Effective Flash Memory Manager for Reliable Flash Memory Space Management,","IEICE Transactions Information and Systems E D","12","16","1588"
"1589","Y-C Chen;C L Philip Chen"," Proper Clamping Sequences in the Fixturing of Prismatic Workpieces, ","Engineering Design and Automation CRC Press","12","16","1589"
"1590","C Chen;C L P Chen;J Z Wan"," A Rapid Learning and Dynamic Stepwise Updating Algorithm for Flat Neural Networks and its Application to Time-Series Prediction, ","IEEE Trans Systems Man and Cybernetics","12","17","1590"
"1591","J Lee;Jack Y B Lee;C H Lee","Design, Performance Analysis, and Implementation of a Super-Scalar Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology","12","17","1591"
"1592","S Lee;K Kim;D Kim;J Kim;S Park;I Lee;S -g Lee","An Experimental Evaluation of Dynamic Electronic Catalog Models in Relational Database Systems,","Proceedings of Information Resources Management Association Conference","12","17","1592"
"1593","C Chen;C L P Chen"," A Rapid Supervised Learning Neural Network for Function Interpolation and Approximation, ","IEEE Trans Neural Networks","12","18","1593"
"1594","J Lee;Jack Y B Lee","UVoD A Unified Architecture for Video-on-Demand Services,","IEEE Communications Letters","12","18","1594"
"1595","S Lee;Han-joon Kim","A New Flash Memory Management for Flash Storage System ","COMPSAC International Computer Software and Applications Conference","12","18","1595"
"1596","C Chen;C L P Chen;S R LeClair;Y-H Pao"," A Rapid Supervised Learning Neural Network for Function Approximation and Time-Series Prediction using Adaptive Functional-Link Neural Network, ","Journal of Mathematical Modeling and Scientific Computing Principia Scientia","12","19","1596"
"1597","J Lee;Vincent C H Lee; Jack Y B Lee","Improving UVoD System Efficiency with Batching,","Proc International Conference Software Telecommunications and Computer Networks SoftCOM Crotia","12","19","1597"
"1598","S Lee;Han-joon Kim","A Semi-Supervised Document Clustering Technique for Information Organization ","CIKM International Conference Information and Knowledge Management","12","19","1598"
"1599","A Kumar; ","A New Computation Rule for Prolog ","Inf Process Lett","12","2","1599"
"1600","C Chen;","* An Integration of Design and Manufacturing: A Learning-Based Approach","","12","2","1600"
"1601","D Johnson; ","AES and Future Resiliency: More Thoughts and Questions ","AES Candidate Conference","12","2","1601"
"1602","J Lee;P H Chan;Jack Y B Lee","An Efficient Disk-Array-Based Server Design for a Multicast Video Streaming System,","Proc IEEE th International Conference Application specific Systems Architectures and Processors ASAP Hague","12","2","1602"
"1603","J Martin; Alain D&eacute;silets ; Berry de Bruijn","Extracting Keyphrases from Spoken Audio Documents ","SIGIR Research and Development Information Retrieval Workshop Information Retrieval Techniques for Speech Applications","12","2","1603"
"1604","J Robinson; William A Bralick","Using a Multi-User Dialogue System to Support Software Engineering Distance Education ","CSEE","12","2","1604"
"1605","J Smith; A Weinberger ; Alan L Leiner ; W A Notz","PILOT - A New Multiple Computer System ","J ACM","12","2","1605"
"1606","M Brown ; G Sutcliffe ","PTTP+GLiDeS: Guiding Linear Deductions with Semantics ","N Foo editor Advanced Topics Artificial Intelligence th Australian Joint Conference Artificial Intelligence AI Artificial Intelligence Sydney number Lecture Notes Artificial Intelligence pages Springer Verlag Heidelberg","12","2","1606"
"1607","M Jones; Cecilia Magdalena Procopiuc ; Pankaj K Agarwal ; T M Murali","A Monte Carlo algorithm for fast projective clustering ","SIGMOD International Conference Management of Data Conference","12","2","1607"
"1608","M Miller; L Jay Wantz","COOL Links: Ride the Wave ","Computer Networks","12","2","1608"
"1609","S Lee;Jae-young Chang","Extended Conditions for Answering an Aggregate Query Using Materialized Views ","Inf Process Lett","12","2","1609"
"1610","Y Chen; Chauchin Su ; Chung-Len Lee","Analog Metrology and Stimulus Selection in a Noisy Environment ","Asian Test Symposium","12","2","1610"
"1611","C Chen;C L P Chen"," Setup Generation and Feature Sequencing Using an Unsupervised Learning Algorithm, ","Neural Networks Design and Manufacturing Edited by J Wang and Yoshiyasu Takefuji World Scientific Publisher Inc","12","20","1611"
"1612","J Lee;Jack Y B Lee","On a Unified Architecture for Video-on-Demand Services,","IEEE Transactions Multimedia","12","20","1612"
"1613","S Lee;H Kim;S -g Lee","User-Feedback Driven Document Clustering Technique for Information Organization,","IEICE Transactions Information and Systems E D","12","20","1613"
"1614","C Chen;C L P Chen;C A Wichman"," A Systematic Approach for Design and Planning of Mechanical Assemblies, ","Artificial Intelligence for Engineering Design Analysis and Manufacturing","12","21","1614"
"1615","J Lee;Jack Y B Lee; P C Wong","Performance Analysis of a Pull-Based Parallel Video Server,","IEEE Transactions Parallel and Distributed Systems","12","21","1615"
"1616","S Lee;H Kim;S -g Lee","Automatic Maintenance of Evolving Topic Structure in Intelligent Information Systems,","Proceedings of Conference Advances Intelligent Systems","12","21","1616"
"1617","C Chen;C L P Chen"," Automatic Generation Assembly Sequences by Pattern-Matching, ","IEEE Trans Systems Man and Cybernetics SMC","12","22","1617"
"1618","J Lee;Jack Y B Lee","Parallel Video Servers A Tutorial,","IEEE Multimedia","12","22","1618"
"1619","S Lee;H Kim;T Lee;S -g Lee;J Chun","Automated Data Warehousing for Rule-based CRM Systems,","Proceedings of the th Australasian Database Conference","12","22","1619"
"1620","C Chen;C L Chen;C S G Lee;C D McGillem"," Task Assignment and Load Balancing of Autonomous Vehicles in a Flexible Manufacturing System, ","IEEE Transaction Robotics and Automation RA","12","23","1620"
"1621","J Lee;Jack Y B Lee","Optimizing Channel Allocation in a Unified Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology","12","23","1621"
"1622","S Lee;T Lee;J Shim;S -g Lee","DOC: A Distributed Object Caching System for Information Infrastructure,","Proceedings of the Human Society Internet Conference Lecture Notes Computer Science","12","23","1622"
"1623","C Chen;C Dagli;M Akay;C L Philip Chen;B R Fernandez;J Ghosh"," Intelligent Engineering Systems Through Artificial Neural Networks: Fuzzy Logic and Evolutionary Programming "," ASME Press","12","24","1623"
"1624","J Lee;Jack Y B Lee","Supporting Server-Level Fault Tolerance in Concurrent-Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology","12","24","1624"
"1625","S Lee;S -g Lee;D Kim;C Wu","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce,","Proceedings of Workshop Advanced Issues of E and Web based Information Systems","12","24","1625"
"1626","C Chen;C Dagli;M Akay;C L Philip Chen;B R Fernandez;J Ghosh"," Smart Engineering System Design: Neural Networks, Fuzzy Logic, and Evolutionary Programming "," ASME Press","12","25","1626"
"1627","J Lee;Jack Y B Lee;W T Leng","Study of a Server-less Architecture for Video-on-Demand Applications,","Proc IEEE International Conference Multimedia and Expo Lausanne","12","25","1627"
"1628","Juhnyoung Lee ; Suekyung Lee","A Framework of Winner Determination Algorithms for Internet Auctions ","Human Society Internet","12","25","1628"
"1629","C Chen;Ping Guo;C L Philip Chen;Michael R Lyu"," Cluster Number Selection for a Small Set of Samples using the Bayesian Ying-Yang Model "," IEEE Transactions Neural Networks","12","26","1629"
"1630","J Lee;Jack Y B Lee","Staggered Push - A Linearly Scalable Architecture for Push-Based Parallel Video Servers,","IEEE Transactions Multimedia","12","26","1630"
"1631","S Lee;S -g Lee;L Henschen;J Chun;T Lee","Semantic Query Reformulation in Deductive Databases,","Information and Software Technology","12","26","1631"
"1632","C Chen;P Guo;A A S Awwal;C L P Chen"," Dynamics of a Coupled Double-Cavity Optical Interference Filter, ","Journal of Modern Optics","12","27","1632"
"1633","J Lee;Jack Y B Lee;John C S Lui","Automatic Recovery from Disk Failure in Continuous-Media Servers,","IEEE Transactions Parallel and Distributed Systems","12","27","1633"
"1634","S Lee;S -g Lee;S Mun;P Jha;B Levine;D Ro","Telemedicine: Challenges and Opportunities,","Journal of High Speed Networks","12","27","1634"
"1635","C Chen;T-H Guo;D L Mattern L C Jaw;C L P Chen"," Model-Based Sensor Validation for a Turbofan Engine Using Auto-Associative Neural Networks "," Journal of Smart Engineering Systems and Francis","12","28","1635"
