,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
155,A Gupta;Milind Tambe,Suitability of Message Passing Computers for Implementing Production Systems ,AAAI National Conference Artificial Intelligence,1,91,155,AGupta
156,A Gupta;Todd C Mowry ; Wolf-Dietrich Weber,Reducing Memory and Traffic Requirements for Scalable Directory-Based Cache Coherence Schemes ,ICPP International Conference Parallel Processing,1,59,156,AGupta
157,A Gupta;Dan Teodosiu ; John Chapin ; Mendel Rosenblum ; Scott Devine ; Tirthankar Lahiri,Hive: Fault Containment for Shared-Memory Multiprocessors ,SOSP Symposium Operating Systems Principles,1,92,157,AGupta
158,A Gupta;Dan Teodosiu ; John Chapin ; Mendel Rosenblum ; Scott Devine ; Tirthankar Lahiri,Implementing Efficient Fault Containment for Multiprocessors: Confining Faults in a Shared-Memory Multiprocessor Environment ,Commun ACM,1,93,158,AGupta
159,A Gupta;Evan Torrie ; Jaswinder Pal Singh ; Moriyoshi Ohara ; Steven Cameron Woo,The SPLASH- Programs: Characterization and Methodological Considerations ,ISCA International Symposium Computer Architecture,1,94,159,AGupta
160,A Gupta;Andrew Tucker ; Josep Torrellas,Benefits of Cache-Affinity Scheduling in Shared-Memory Multiprocessors: A Summary ,SIGMETRICS Measurement and Modeling of Computer Systems,1,95,160,AGupta
161,A Gupta;Andrew Tucker ; Josep Torrellas,Evaluating the Performance of Cache-Affinity Scheduling in Shared-Memory Multiprocessors ,J Parallel Distrib Comput,1,96,161,AGupta
162,A Gupta;Andrew Tucker,Exploiting Variable Grain Parallelism at Runtime ,PPOPP Principles Practice of Parallel Programming PPEALS Symposium Principles and Practice of Parallel Programming,1,97,162,AGupta
163,A Gupta;Andrew Tucker,Process Control and Scheduling Issues for Multiprogrammed Shared-Memory Multiprocessors ,SOSP Symposium Operating Systems Principles,1,98,163,AGupta
164,A Gupta;Andrew Tucker ; Shigeru Urushibara,The Impact of Operating System Scheduling Policies and Synchronization Methods of the Performance of Parallel Application ,SIGMETRICS Measurement and Modeling of Computer Systems,1,99,164,AGupta
165,Charles Forgy ; Anoop Gupta ;Allen Newell ;Robert G Wedig,"Initial Assessment of Architectures for Production Systems,", AAAI National Conference Artificial Intelligence,1,20,165,AGupta
166,A Gupta;Charles Forgy,Static and Run-Time Characteristics of OPS Production Systems ,J Parallel Distrib Comput,1,21,166,AGupta
167,Kourosh Gharachorloo ;Daniel Lenoski ;James Laudon ;Phillip B Gibbons ; Anoop Gupta ;John L Hennessy,"Memory Consistency and Event Ordering in Scalable SharedMemory Multiprocessors Retrospectives and Reprints ,", _Years_ISC,1,22,167,AGupta
168,A Gupta;Kourosh Gharachorloo ; Rohit Chandra ; Vijayaraghavan Soundararajan,Performance evaluation of hybrid hardware and software distributed shared memory protocols ,International Conference Supercomputing,1,23,168,AGupta
169,Kourosh Gharachorloo ; Anoop Gupta ;John L Hennessy,"Performance Evaluation of Memory Consistency Models for Shared Memory Multiprocessors,", ASPLOS Architectural Support for Programming Languages and Operating Systems,1,24,169,AGupta
170,A Gupta;Jonathan Grudin ; Liwei He,Designing presentations for on-demand viewing ,CSCW Conference Computer Supported Cooperative Work,1,25,170,AGupta
171,Anoop Gupta ;Charles Forgy ;Allen Newell ;Robert G Wedig,"Parallel Algorithms and Architectures for RuleBased Systems,", ISCA International Symposium Computer Architecture,1,26,171,AGupta
172,Anoop Gupta ;Milind Tambe,"Suitability of Message Passing Computers for Implementing Production Systems,", AAAI National Conference Artificial Intelligence,1,27,172,AGupta
173,A Gupta;Todd C Mowry,Tolerating Latency Through Software-Controlled Prefetching in Shared-Memory Multiprocessors ,J Parallel Distrib Comput,1,60,173,AGupta
174,A Gupta;Ziyad S Hakura,The Design and Analysis of a Cache Architecture for Texture Mapping ,ISCA International Symposium Computer Architecture,1,28,174,AGupta
175,A Gupta;David Nakahira ; David Ofelt ; Jaswinder Pal Singh ; Jeffrey Kuskin ; Joel Baxter ; John Heinlein ; John L Hennessy ; Kourosh Gharachorloo ; Mark Heinrich ; Mark Horowitz ; Mendel Rosenblum ; Richard Simoni,The Performance Impact of Flexibility in the Stanford FLASH Multiprocessor ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,61,175,AGupta
176,A Gupta;Li-wei He ; Qiong Liu ; Yong Rui,Building an intelligent camera management system ,ACM Multimedia,1,29,176,AGupta
177,A Gupta;David Nakahira ; David Ofelt ; Jeffrey Kuskin ; Joel Baxter ; John Chapin ; John Heinlein ; John L Hennessy ; Kourosh Gharachorloo ; Mark Heinrich ; Mark Horowitz ; Mendel Rosenblum ; Richard Simoni,The Stanford FLASH Multiprocessor ,ISCA International Symposium Computer Architecture,1,62,177,AGupta
178,A Gupta;P Pandurang Nayak ; Paul S Rosenbloom,Comparison of the Rete and Treat Production Matchers for Soar ,AAAI National Conference Artificial Intelligence,1,63,178,AGupta
179,A Gupta;Allen Newell ; Charles Forgy,High-Speed Implementations of Rule-Based Systems ,ACM Trans Comput Syst,1,64,179,AGupta
180,A Gupta;Allen Newell ; Charles Forgy ; Robert G Wedig,Initial Assessment of Architectures for Production Systems ,AAAI National Conference Artificial Intelligence,1,65,180,AGupta
181,A Gupta;Allen Newell ; Charles Forgy ; Robert G Wedig,Parallel Algorithms and Architectures for Rule-Based Systems ,ISCA International Symposium Computer Architecture,1,66,181,AGupta
182,A Gupta;Allen Newell ; Charles Forgy ; Dirk Kalp ; Milind Tambe,Parallel OPS on the Encore Multimax ,ICPP International Conference Parallel Processing,1,67,182,AGupta
183,A Gupta;Allen Newell ; Brian Milnes ; Charles Forgy ; Dirk Kalp ; Milind Tambe,Soar/PSM-E: Investigating Match Parallelism in a Learning Production System ,PPOPP Principles Practice of Parallel Programming PPEALS Symposium Principles and Practice of Parallel Programming,1,68,183,AGupta
184,A Gupta;Edward Rothberg ; Jaswinder Pal Singh,Modeling Communication in Parallel Algorithms: A Fruitful Interaction Between Theory and Systems?,SPAA ACM Symposium Parallel Algorithms and Architectures,1,69,184,AGupta
185,A Gupta;Liwei He,Exploring benefits of non-linear time compression ,ACM Multimedia,1,30,185,AGupta
186,Liwei He ;Elizabeth Sanocki ; Anoop Gupta ;Jonathan Grudin,"Auto summarization of audiovideo presentations,",,1,31,186,AGupta
187,A Gupta;John Heinlein ; Kourosh Gharachorloo ; Mendel Rosenblum ; Robert P Bosch,Coherent Block Data Transfer in the FLASH Multiprocessor ,IPPS International Parallel Processing Symposium,1,32,187,AGupta
188,A Gupta;John Heinlein ; Kourosh Gharachorloo ; Scott Dresser,Integration of Message Passing and Shared Memory in the Stanford FLASH Multiprocessor ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,33,188,AGupta
189,A Gupta;John L Hennessy ; Josep Torrellas,Characterizing the Caching and Synchronization Performance of a Multiprocessor Operating System ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,34,189,AGupta
190,A Gupta;John L Hennessy ; Rohit Chandra,COOL: An Object-Based Language for Parallel Programming ,IEEE Computer,1,35,190,AGupta
191,A Gupta;John L Hennessy ; Kourosh Gharachorloo ; Todd C Mowry ; Wolf-Dietrich Weber,Comparative Evaluation of Latency Reducing and Tolerating Techniques ,ISCA International Symposium Computer Architecture,1,36,191,AGupta
192,A Gupta;John L Hennessy ; Rohit Chandra,Data Locality and Load Balancing in COOL ,PPOPP Principles Practice of Parallel Programming,1,37,192,AGupta
193,A Gupta;Edward Rothberg,Experiences Implementing a Parallel ATMS on a Shared-Memory Multiprocessor ,IJCAI International Joint Conference Artificial Intelligence,1,70,193,AGupta
194,A Gupta;John L Hennessy ; Kourosh Gharachorloo,Hiding Memory Latency using Dynamic Scheduling in Shared-Memory Multiprocessors ,ISCA International Symposium Computer Architecture,1,38,194,AGupta
195,Edward Rothberg ;Jaswinder Pal Singh ; Anoop Gupta,"Working Sets Cache Sizes,", ISCA International Symposium Computer Architecture,1,71,195,AGupta
196,A Gupta;John L Hennessy ; Mark Heinrich ; Vijayaraghavan Soundararajan,A Quantitative Analysis of the Performance and Scalability of Distributed Shared Memory ,IEEE Trans Computers,1,39,196,AGupta
197,A Gupta;Edward Rothberg ; Jaswinder Pal Singh,"Working Sets, Cache Sizes, and Node Granularity Issues for Large-Scale Multiprocessors ",ISCA International Symposium Computer Architecture,1,72,197,AGupta
198,A Gupta;,Stanford DASH Multiprocessor: The Hardware and Software Approach ,PARLE Parallel Architectures and Languages Europe,1,1,198,AGupta
199,A Gupta;Edward Rothberg,Parallel ICCG on a hierarchical memory multiprocessor - Addressing the triangular solve bottleneck ,Parallel Computing,1,73,199,AGupta
200,A Gupta;Alex Acero ; Yong Rui,Automatically extracting highlights for TV Baseball programs ,ACM Multimedia,1,2,200,AGupta
201,A Gupta;Edward Rothberg,Techniques for improving the performance of sparse matrix factorization on multiprocessor workstations ,Supercomputing,1,74,201,AGupta
202,A Gupta;Anurag Acharya ; Milind Tambe,Implementation of Production Systems on Message-Passing Computers ,IEEE Trans Parallel Distrib Syst,1,3,202,AGupta
203,A Gupta;Edward Rothburg,An efficient block-oriented approach to parallel sparse Cholesky factorization ,Supercomputing,1,75,203,AGupta
204,A Gupta;Anant Agarwal,Memory-Reference Characteristics of Multiprocessor Applications under MACH ,SIGMETRICS Measurement and Modeling of Computer Systems,1,4,204,AGupta
205,Yong Rui ;Li-wei He ;Anoop Gupta ;Qiong Liu,"Building an intelligent camera management system,", ACM_Multimedia,1,76,205,AGupta
206,A Gupta;Avneesh Agrawal ; Navin Chaddha ; Teresa H Y Meng,Variable Compression Using JPEG ,ICMCS International Conference Multimedia Computing and Systems,1,5,206,AGupta
207,Yong Rui ; Anoop Gupta ;Alex Acero,"Automatically extracting highlights for TV Baseball programs,", ACM_Multimedia,1,77,207,AGupta
208,A Gupta;Anand Balachandran ; Elizabeth Sanocki ; Gavin Jancke ; Jonathan Grudin ; Jonathan J Cadiz,Distance learning through distributed collaborative video viewing ,CSCW Conference Computer Supported Cooperative Work,1,6,208,AGupta
209,A Gupta;Elizabeth Sanocki ; Francis C Li ; Li-wei He ; Yong Rui,Browsing digital video ,CHI Conference Human Factors Computing Systems,1,78,209,AGupta
210,A Gupta;Franz Barachini ; Hans Mistelberger,Run-Time Prediction for Production Systems ,AAAI National Conference Artificial Intelligence,1,7,210,AGupta
211,A Gupta;David Bargeron ; Elizabeth Sanocki ; Jonathan Grudin,Annotations for Streaming Video on the Web: System Design and Usage Studies ,Computer Networks,1,8,211,AGupta
212,A Gupta;Elizabeth Sanocki ; Jonathan Grudin ; Liwei He,Comparing presentation summaries: slides vs reading vs listening ,CHI Conference Human Factors Computing Systems,1,79,212,AGupta
213,A Gupta;David Bargeron ; Elizabeth Sanocki ; Francis C Li ; Jonathan Grudin,Asynchronous Collaboration around Multimedia and its Application to On-Demand Training ,HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES,1,9,213,AGupta
214,A Gupta;John L Hennessy ; Kourosh Gharachorloo,Performance Evaluation of Memory Consistency Models for Shared Memory Multiprocessors ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,40,214,AGupta
215,A Gupta;John L Hennessy ; Kourosh Gharachorloo ; Mark D Hill ; Sarita V Adve,Programming for Different Memory Consistency Models ,J Parallel Distrib Comput,1,41,215,AGupta
216,A Gupta;John L Hennessy ; Kourosh Gharachorloo,Two Techniques to Enhance the Performance of Memory Consistency Models ,ICPP International Conference Parallel Processing,1,42,216,AGupta
217,A Gupta;Chris Holt ; Jaswinder Pal Singh ; John L Hennessy ; Takashi Totsuka,"Load Balancing and Data locality in Adaptive Hierarchical N-Body Methods: Barnes-Hut, Fast Multipole, and Rasiosity ",J Parallel Distrib Comput,1,43,217,AGupta
218,A Gupta;Chris Holt ; Jaswinder Pal Singh ; John L Hennessy,A parallel adaptive fast multipole method ,Supercomputing,1,44,218,AGupta
219,A Gupta;Gavin Jancke ; Gina Danielle Venolia ; Jonathan J Cadiz,Designing and deploying an information awareness interface ,CSCW Conference Computer Supported Cooperative Work,1,45,219,AGupta
220,A Gupta;Gavin Jancke ; Gina Danielle Venolia ; Jonathan Grudin ; Jonathan J Cadiz,Linking public spaces: technical and social issues ,CHI Conference Human Factors Computing Systems,1,46,220,AGupta
221,A Gupta;Gavin Jancke ; Jonathan Grudin,Presenting to local and remote audiences: design and use of the TELEP system ,CHI Conference Human Factors Computing Systems,1,47,221,AGupta
222,A Gupta;Elizabeth Sanocki ; Greg Kimberly ; Harry Chesley ; Jonathan Grudin ; Stephen A White,Evolving Use of a System for Education at a Distance ,HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES,1,80,222,AGupta
223,A Gupta;Monica S Lam ; Todd C Mowry,Design and Evaluation of a Compiler Algorithm for Prefetching ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,48,223,AGupta
224,A Gupta;Elizabeth Sanocki ; Jonathan Grudin ; Liwei He ; Nosa Omoigui,"Time-Compression: Systems Concerns, Usage, and Benefits ",CHI Conference Human Factors Computing Systems,1,81,224,AGupta
225,A Gupta;James Laudon ; Mark Horowitz,Interleaving: A Multithreading Technique Targeting Multiprocessors and Workstations ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,49,225,AGupta
226,A Gupta;Elizabeth Sanocki ; Jonathan Grudin ; Liwei He,Auto-summarization of audio-video presentations ,ACM Multimedia,1,82,226,AGupta
227,A Gupta;Jaswinder Pal Singh ; John L Hennessy,Implications of Hierarchical N-Body Methods for Multiprocessor Architectures,ACM Trans Comput Syst,1,83,227,AGupta
228,A Gupta;Jaswinder Pal Singh ; John L Hennessy ; Truman Joe,An empirical comparison of the Kendall Square Research KSR- and Stanford DASH multiprocessors ,Supercomputing,1,84,228,AGupta
229,A Gupta;Jaswinder Pal Singh ; Marc Levoy,Parallel Visualization Algorithms: Performance and Architectural Implications ,IEEE Computer,1,85,229,AGupta
230,A Gupta;Jaswinder Pal Singh ; John L Hennessy,Scaling Parallel Programs for Multiprocessors: Methodology and Examples ,IEEE Computer,1,86,230,AGupta
231,A Gupta;Burton J Smith ; David C Douglas ; David Maier ; Frederica Darema ; Justin Ratner ; Olaf M Lubeck ; Paul Messina,What's in the future for parallel architectures?,Supercomputing,1,87,231,AGupta
232,A Gupta;Larry Soul&eacute;,Characterization of Parallelism and Deadlocks in Distributed Digital Logic Simulation ,DAC Design Automation Conference,1,88,232,AGupta
233,A Gupta;Larry Soul&eacute;,An Evaluation of the Chandy-Misra-Bryant Algorithm for Digital Logic Simulation ,ACM Trans Model Comput Simul,1,89,233,AGupta
234,A Gupta;A J Bernheim Brush ; David Bargeron ; Jonathan Grudin,Notification for shared annotation of digital documents ,CHI Conference Human Factors Computing Systems,1,10,234,AGupta
235,A Gupta;A J Bernheim Brush ; David Bargeron ; Jonathan J Cadiz,Robust annotation positioning in digital documents ,CHI Conference Human Factors Computing Systems,1,11,235,AGupta
236,A Gupta;Edouard Bugnion ; Emmett Witchel ; Mendel Rosenblum ; Stephen Alan Herrod,The Impact of Architectural Trends on Operating System Performance ,SOSP Symposium Operating Systems Principles,1,12,236,AGupta
237,A Gupta;Ben Verghese ; John L Hennessy ; Kourosh Gharachorloo ; Mark Heinrich ; Vijayaraghavan Soundararajan,Flexible Use of Memory for Replication/Migration in Cache-Coherent DSM Multiprocessors ,ISCA International Symposium Computer Architecture,1,100,237,AGupta
238,A Gupta;Jonathan J Cadiz ; Yong Rui,Viewing meeting captured by an omni-directional camera ,CHI Conference Human Factors Computing Systems,1,13,238,AGupta
239,A Gupta;Ben Verghese ; Mendel Rosenblum,Performance Isolation: Sharing and Isolation in Shared-Memory Multiprocessors ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,101,239,AGupta
240,A Gupta;Jonathan J Cadiz ; Qiong Liu ; Yong Rui,Automating camera management for lecture room environments ,CHI Conference Human Factors Computing Systems,1,14,240,AGupta
241,A Gupta;Ben Verghese ; Mendel Rosenblum ; Scott Devine,Operating System Support for Improving Data Locality on CC-NUMA Compute Servers ,ASPLOS Architectural Support for Programming Languages and Operating Systems,1,102,241,AGupta
242,Rohit Chandra ;Scott Devine ; Ben Verghese ; Anoop Gupta ;Mendel Rosenblum,"Scheduling and Page Migration for Multiprocessor Compute Servers,", ASPLOS Architectural Support for Programming Languages and Operating Systems,1,15,242,AGupta
243,A Gupta; Anshul Kothari ; Divyakant Agrawal ; Subhash Suri,Range Addressable Network: A P P Cache Architecture for Data Ranges ,Peer to Peer Computing,20,1,243,AGupta
244,A Gupta; Amr El Abbadi ; Divyakant Agrawal,Approximate Range Selection Queries in Peer-to-Peer Systems ,CIDR Conference Innovative Data Systems Research,20,2,244,AGupta
245,A Gupta; Marcia Kilchenman O'Malley,Passive and Active Assistance for Human Performance of a Simulated Underactuated Dynamic Task ,HAPTICS,20,3,245,AGupta
246,A Gupta; Daniel P Siewiorek,Automated Multi-Cycle Symbolic Timing Verification of Microprocessor-Based Designs ,DAC Design Automation Conference,21,1,246,AGupta
247,A Gupta; Audrey A Brennan ; Daniel P Siewiorek ; Patrick Edmond,ASSURE: Automated Design for Dependability ,DAC Design Automation Conference,21,2,247,AGupta
248,A Gupta; Daniel P Siewiorek ; William P Birmingham,The MICON System for Computer Design ,DAC Design Automation Conference,21,3,248,AGupta
249,A Gupta; Wen-mei W Hwu,Xprof: Profiling the Execution of X Window Programs ,SIGMETRICS Measurement and Modeling of Computer Systems,22,1,249,AGupta
250,A Gupta; Wen-mei W Hwu,An execution Profiler for Window-oriented Applications ,Softw Pract Exper,22,2,250,AGupta
251,A Gupta; W Kent Fuchs,Garbage Collection in a Distributed Object-Oriented System ,IEEE Trans Knowl Data Eng,22,3,251,AGupta
252,A Gupta; Ian F Akyildiz ; Richard Fujimoto,Performance Analysis of Time Warp with Homogeneous Processors and Exponential Task Times ,SIGMETRICS Measurement and Modeling of Computer Systems,23,1,252,AGupta
253,A Gupta; Ian F Akyildiz ; Richard Fujimoto,Performance Analysis of Time Warp With Multiple Homogeneous Processors ,IEEE Trans Software Eng,23,2,253,AGupta
254,A Gupta; A Wong ; Gerard Jounghyun Kim ; Ram D Sriram ; S R Gorti,An object-oriented representation for product and design processes ,Computer Aided Design,24,1,254,AGupta
255,A Gupta; Murali Vemulapati ; Ram D Sriram,Incremental Loading in the Persistent C++ Language E ,JOOP Journal of Object Oriented Programming,24,2,255,AGupta
256,A Gupta; R Sekar,An Approach for Detecting Self-propagating Email Using Anomaly Detection ,RAID,25,1,256,AGupta
257,A Gupta; A Tiwari ; H Yang ; J Frullo ; R Sekar ; S Zhou ; T Shanbhag,Specification-based anomaly detection: a new approach for detecting network intrusions ,ACM Conference Computer and Communications Security,25,2,257,AGupta
258,A Gupta; Manish Bhide ; Mukesh Mohania,Towards Bringing Database Management Task in the Realm of IT non-Experts ,ICDE International Conference Data Engineering,26,1,258,AGupta
259,A Gupta; Manish Bhide ; Mukesh Mohania ; Sandeep Pandey,Dynamic Access Control Framework Based On Events ,ICDE International Conference Data Engineering,26,2,259,AGupta
260,A Gupta;T Weymouth;R Jain,Semantic queries with pictures: the VIMSYS model, Proc International Conference Very Large Data Bases Barcelona Edited by Lohman G M Sernadas A Camps R San Mateo Computer Animation Morgan Kaufmann,2,30,260,AGupta
261,A Gupta;B Ludäscher;M E Martone;X Qian;J Tran;I Zaslavsky, A System for Managing Alternate Models in Model-based Mediation, British National Conference Databases BNCOD British National Conference Databases,2,31,261,AGupta
262,A Gupta;B Ludäscher, The Many Faces of Process Interaction Graphs: A Data Management Perspective, OMICS A Journal of Integrative Biology,2,32,262,AGupta
263,A Gupta;S Santini, Toward a Feature Algebra for Visual Databases: a Case Study with Histogram Algebra, VDB Visual Database Systems Int Conf Visual Databases Tokyo,2,33,263,AGupta
264,A Gupta;B Ludäscher;J S Grethe;M E Martone, Towards a Formalization of Disease-Specific Ontologies for Neuroinformatics, Neural Networks press,2,34,264,AGupta
265,A Gupta;Arun Hampapur ; Bradley Horowitz ; Charles Fuller ; Chiao-Fe Shu ; Jeffrey R Bach ; Monika Gorkani ; Ramesh Jain,Virage Video Engine ,Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering,2,35,265,AGupta
266,A Gupta;Arun Hampapur ; Bradley Horowitz ; Charles Fuller ; Chiao-Fe Shu ; Jeffrey R Bach ; Ramesh Jain ; Rich Humphrey,Virage Image Search Engine: An Open Framework for Image Management ,Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering,2,36,266,AGupta
267,R Jain;A Gupta,Computer Vision and Visual Information Retrieval, Book Chapter Advances Image Understanding A Festschrift for Prof Azriel Rosenfeld IEEE Computer Society Press,2,37,267,AGupta
268,M E Martone;A Gupta;M Wong;X Qian;G Sosinsky;S Lamont;B Ludäscher;M H Ellisman, A Cell-Centered Database for Electron Tomographic Data, Journal of Structural Biology,2,70,268,AGupta
269,A Gupta;Ramesh Jain,Visual Information Retrieval ,Commun ACM,2,38,269,AGupta
270,M E Martone;A Gupta;B Ludascher;I Zaslavsky;M H Ellisman, Federation of brain data through knowledge-guided mediation ,R Kotter ed Neuroscience Databases A Practical Guide Kluwer Academic Publishers,2,71,270,AGupta
271,A Gupta;Ramesh Jain ; Simone Santini,Emergent Semantics through Interaction in Image Databases ,IEEE Trans Knowl Data Eng,2,39,271,AGupta
272,A Gupta;Maryann E Martone ; Shenglan Zhang ; Xufei Qian,A Practical Approach for Microscopy Imaging Data Management MIDM in Neuroscience ,SSDBM Statistical and Scientific Database Management,2,72,272,AGupta
273,R Moore;C Baru;A Rajasekar;B Ludäscher;R Marciano;M Wan;W Schroeder;A Gupta, Collection-based persistent digital archives , D Lib Magazine Corporation for National Research Initiatives,2,73,273,AGupta
274,X Qian;B Ludäscher;M E Martone;A Gupta, Navigating Virtual Information Sources with Know-ME, Proc of Conference Extending Database Technology EDBT Extending Database Technology Prague,2,74,274,AGupta
275,S Santini;A Gupta," Conceptual Integration of Multiple Partial Geometric Models,", st International Conference Conceptual Modeling ER International Conference Conceptual Modeling the Entity Relationship Approach Tampere,2,75,275,AGupta
276,A Gupta;Simone Santini,A Data Model for Querying Wavelet Features in Image Databases ,Multimedia Information Systems,2,76,276,AGupta
277,S Santini;A Gupta, GeMBASE: A Geometric Mediator for Brain Analysis with Surface Ensembles, Intl Conf Very Large Databases VLDB Very Large Data Bases Hong Kong,2,77,277,AGupta
278,S Santini;A Gupta;R Jain,Querying Multiple Perspective Video, Proceedings of SPIE The International Society for Optical Engineering Storage and Retrieval for Image and Video Databases VII San Jose,2,78,278,AGupta
279,S Santini;A Gupta;R Jain, Emergent Semantics through Interaction in Image Databases, IEEE Trans Knowledge and Data Engineering,2,79,279,AGupta
280,A Gupta;Ramesh Jain ; Terry E Weymouth,An Extended Object-Oriented Data Model for Large Image Bases ,SSD Symposium Large Spatial Databases,2,40,280,AGupta
281,A Gupta;Ramesh Jain ; Simone Santini,In Search of Information in Visual Media ,Commun ACM,2,41,281,AGupta
282,A Gupta;Ramesh Jain ; Terry E Weymouth,Semantic Queries in Image Databases ,VDB Visual Database Systems,2,42,282,AGupta
283,A Gupta;Ramesh Jain ; Terry E Weymouth,Semantic Queries with Pictures: The VIMSYS Model ,VLDB Very Large Data Bases,2,43,283,AGupta
284,A Gupta;Ramesh Jain ; Shailendra K Bhonsle ; Simone Santini,Semiorder Database for Complex Activity Recognition in Multi-Sensory Environments ,ICDE International Conference Data Engineering,2,44,284,AGupta
285,A Gupta;Ramesh Jain ; Simone Santini,A User Interface for Emergent Sementics in Image Databases ,DS Discovery Science,2,45,285,AGupta
286,A Katkere;J Schlenzig;A Gupta;R Jain,Interactive video on WWW: beyond VCR-like interfaces, Computer Networks and ISDN Systems,2,46,286,AGupta
287,A Gupta;Patrick H Kelly ; Ramesh Jain,Visual Computing Meets Data Modeling: Defining Objects in Multicamera Video Databases ,Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering,2,47,287,AGupta
288,P A De Alarcon;A Pascual-Montano;A Gupta;J M Carazo,Modeling Shape and Topology of D Images of Biological Specimens, Proc Int Conf Image Proc And Pattern Recog ICPR International Conference Pattern Recognition,2,1,288,AGupta
289,S Santini;A Gupta, A Wavelet Data Model for Image Databases, IEEE Intl Conf Multimedia and Expo Tokyo,2,80,289,AGupta
290,A Gupta;Bertram Lud&auml;scher ; Maryann E Martone,BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems ,SIGMOD International Conference Management of Data Conference,2,48,290,AGupta
291,P A de Alarcón;A Gupta;J M Carazo, A Framework for Querying a Database for Structural Information on D Images of Macromolecules: A Web-Based Query-by-Content Prototype on the BioImage Macromolecular Server, Journal of Structural Biology,2,2,291,AGupta
292,S Santini;A Gupta,An Extensible Feature Management Engine for Image Retrieval, Proc SPIE The International Society for Optical Engineering Storage and Retrieval for Media Databases,2,81,292,AGupta
293,A Gupta;Bertram Lud&auml;scher ; Ilkay Altintas,Compiling Abstract Scientific Workflows into Web Service Workflows ,SSDBM Statistical and Scientific Database Management,2,49,293,AGupta
294,I Altintas;S Bhagwanani;D Buttler;S Chandra;M Coleman;T Critchlow;A Gupta;W Han;L Liu;B Ludäscher;R Moore;C Pu;A Shoshani;M Vouk, A Modeling and Execution Environment for Distributed Scientific Workflows, Int Conf Statistical and Scientific Data Management SSDBM Statistical and Scientific Database Management,2,3,294,AGupta
295,A Gupta;Simone Santini ; Tianqiu Wang,An Interpolated Volume Data Model ,VLDB Very Large Data Bases,2,82,295,AGupta
296,J R Bach;C Fuller;A Gupta;A Hampapur,The Virage Image Search Engine: an open framework for image management, Proc Storage and Retrieval for Still Image and Video Databases IV San Jose Computer Animation,2,4,296,AGupta
297,S Santini;A Gupta, Principles of Schema Design in Multimedia Databases, IEEE Trans Multimedia Systems,2,83,297,AGupta
298,C Baru;A Gupta;B Ludäscher;R Marciano;Y Papakonstantinou;P Velikhov;V Chu,XML-Based Information Mediation for Digital Libraries, Proc Digital Libraries,2,5,298,AGupta
299,S Santini;A Gupta;R Jain,"User Interfaces for Emergent Semantics in Image Databases,'' In Proceedings of the th IFIP Working Conference on Database Semantics DS- Rotorua New Zealand , January - ",,2,84,299,AGupta
300,C Baru;A Gupta;B Ludäscher;R Marciano;Y apakonstantinou;P Velikhov;V Chu, XML-Based Information Mediation with MIX, Proc of the ACM SIGMOD International Conference Management of Data,2,6,300,AGupta
301,A Gupta;Simone Santini,Toward feature Algebras in Visual Databases: The Case for a Histogram Algebra ,VDB Visual Database Systems,2,85,301,AGupta
302,A Gupta;Chaitanya K Baru ; Ilya Zaslavsky ; Richard Marciano,Integrating GIS and Imagery Through XML-Based Information Mediation ,Integrated Spatial Databases,2,7,302,AGupta
303,A Gupta;Arie Shoshani ; Bertram Lud&auml;scher ; Calton Pu ; David Buttler ; Ilkay Altintas ; Ling Liu ; Matthew Coleman ; Mladen A Vouk ; Reagan Moore ; Sandeep Chandra ; Sangeeta Bhagwanani ; Terence Critchlow ; Wei Han ; Zhengang Cheng,A Modeling and Execution Environment for Distributed Scientific Workflows ,SSDBM Statistical and Scientific Database Management,2,86,303,AGupta
304,S Bhonsle;A Gupta;S Santini;M Worring;R Jain,Complex Visual Activity Recognition Using a Temporally Ordered Database, Proc Of the rd Int Conf Visual The Lecture Notes Computer Science Springer,2,8,304,AGupta
305,S Bhonsle;A Gupta;S Santini;R Jain, Semiorder Database for Complex Activity Recognition in Multi-sensory Environments, Proc Of IEEE Int Conf Data Engineering San Diego demonstration paper,2,9,305,AGupta
306,A Gupta;Arnold W M Smeulders ; Marcel Worring ; Ramesh Jain ; Simone Santini,Content-Based Image Retrieval at the End of the Early Years ,IEEE Transactions Pattern Analysis and Machine Intelligence,2,87,306,AGupta
307,A Gupta;Mohan M Trivedi ; Shailendra K Bhonsle,Database Architecture for Autonomous Transportation Agents for On-Scene Networked Incident Management ATON ,ICPR International Conference Pattern Recognition,2,88,307,AGupta
