"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"173",173,"AKumar MCGupta RakeshMPathak","Genetic Algorithm Based Approach for Designing Computer Network Topology ","ACM Conference Computer Science",4,5,173,"AKumar"
"174",174,"AKumar AditiSingru AlokSrivastava KhaledAKamel","Object-Oriented Simulation of Multimedia-On-Demand Services over ATM Network ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS",4,6,174,"AKumar"
"175",175,"AKumar AditiSingru AlokSrivastava","Design and Analysis of a Video-on-Demand Server ","Multimedia Syst",4,7,175,"AKumar"
"176",176,"AKumar VenkataKonda","A Systematic Framework for the Dependence Cycle Removal in Practical Loops ","J Parallel Distrib Comput",4,8,176,"AKumar"
"177",177,"AKumar IlkkaIkonen JohnCWissel RammohanKRagade WilliamEBiles","A Genetic Algorithm for Packing Three-Dimensional Non-Convex Objects Having Cavities and Holes ","ICGA International Computer Games Association",4,9,177,"AKumar"
"178",178,"AKumar ","Model-Based Reasoning for Domain Modeling in a Web-Based Intelligent Tutoring System to Help Students Learn to Debug C++ Programs ","Intelligent Tutoring Systems",5,10,178,"AKumar"
"179",179,"AKumar ","Incorporating Environmental Issues into the Computer Science Curriculum","Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New",5,11,179,"AKumar"
"180",180,"AKumar ","An Algorithm to Design Loops","The Journal of Computing Small Colleges K",5,12,180,"AKumar"
"181",181,"AKumar ","Announcements ","Intelligence",5,13,181,"AKumar"
"182",182,"AKumar ","AAAI- Workshop on Reasoning About Function","SIGART Bulletin",5,14,182,"AKumar"
"183",183,"AKumar ","AAAI- Workshop Reports: Reasoning About Function","AI Artificial Intelligence Magazine",5,15,183,"AKumar"
"184",184,"AKumar ","Problem Generation: Evaluation of Two Domains in Operating Systems ","FLAIRS The AI Research Society Conference Conference",5,16,184,"AKumar"
"185",185,"AKumar ","Recent Dissertations: Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","SIGART Bulletin",5,17,185,"AKumar"
"186",186,"AKumar ","A Reified Interface for a Tutor on Program Debugging ","ICALT IEEE International Conference Advanced Learning Technologies",5,18,186,"AKumar"
"187",187,"AKumar ","Representation and Diagnosis Using Function in Classes","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Representing and Reasoning with Device Function Montreal Computer Animation",5,19,187,"AKumar"
"188",188,"AKumar ","Using Classes to Reason About Devices","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing and Reasoning About Function",5,20,188,"AKumar"
"189",189,"AKumar ","Using Patterns to Teach Recursion in LISP","Proceedings of the Eastern Small Computing Conference ESCCC Marywood K",5,21,189,"AKumar"
"190",190,"AKumar EllisZsoldosprimaryauthor","Developing Courseware for Precedence and Associativity of Operators in C"," Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New",5,22,190,"AKumar"
"191",191,"AKumar AndrewMorrisseyprimaryauthor","Multimedia Courseware for Counter-Controlled Loops in Java"," The Journal of Computing Small Colleges",5,23,191,"AKumar"
"192",192,"AKumar JChen JChoi JGeller MRTaie SCShapiro SNSrihari SJUpadhyaya","VMES: A Versatile Maintenance Expert System","Department of Computer Science State University of New at Number",5,24,192,"AKumar"
"193",193,"AKumar LucaChittaro ","Modeling and Reasoning with Function","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Function",5,25,193,"AKumar"
"194",194,"AKumar LChittaro","Reasoning about Function and its applications to engineering"," Artificial Intelligence Engineering",5,26,194,"AKumar"
"195",195,"AKumar LawrenceDAntonio ClaireLichack ","Implementing a Windows Based Courseware Authoring System","The Journal of Computing Small Colleges",5,27,195,"AKumar"
"196",196,"AKumar PAVHall ESAdams LCarswell AEllis JMeyer JMotil","Interactive Multimedia Pedagogies - Report of the Working Group on Interactive Multimedia Pedagogy","Proceedings of The First Association for Computing Machinery ACM SIGCSE SIGCUE Special Interest Group Computer Science Education Computers Undergraduate Education Conference Integrating Technology into Computer Science Education Barcelona",5,28,196,"AKumar"
"197",197,"AKumar ElliotBKoffman JuanAlvarez JurisReinfelds MariaLuciaBLisboa PeterVanRoy RaulSidneiWazlawick TorstenBrinda","Teaching Programming and Problem Solving ","Informatics Curricula and Teaching Methods",5,29,197,"AKumar"
"198",198,"AKumar ClairePLichack","Acharya: Multimedia Courseware"," Proceedings of the Eleventh Annual Eastern Small Computing Conference ESCCC Iona New Rochelle",5,30,198,"AKumar"
"199",199,"AKumar ClaireLichack","Pedagogical Evaluation of Multimedia Courseware for Computer Science","Proceedings of the Frontiers Education Conference Teaching and Learning an Era of Change",5,31,199,"AKumar"
"200",200,"AKumar ClaireLichack","Pedagogical Evaluation of Multimedia Courseware for Science"," The Journal of Computing Small Colleges",5,32,200,"AKumar"
"201",201,"AKumar NParameswaran","Metalevel Programming in Robotics"," at the Workshop Space Telerobotics Jet Propulsion Laboratory",5,33,201,"AKumar"
"202",202,"AKumar SJUpadhyaya ","Abstraction and Approximation in Diagnostic Reasoning","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Approximation Abstraction of Computational Theories San Jose Computer Animation",5,34,202,"AKumar"
"203",203,"AKumar SJUpadhyaya","Component Ontological Representation of Function for Diagnosis"," Proceedings of The Tenth IEEE Conference Artificial Intelligence for Applications CAIA San Antonio Acceptance rate",5,35,203,"AKumar"
"204",204,"AKumar SJUpadhyaya","Component Ontological Representation of Function for Model Based Diagnosis"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Reasoning About Function D C",5,36,204,"AKumar"
"205",205,"AKumar ","Accounting for Context-Sensitivity of Function","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Modeling Context Knowledge Representation and Reasoning Montreal Computer Animation",5,1,205,"AKumar"
"206",206,"AKumar SJUpadhyaya","Component Ontological Representation of Function for Reasoning About Devices"," for publication Artificial Intelligence Engineering",5,37,206,"AKumar"
"207",207,"AKumar ","Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","Department of Computer Science State University of New at Number Dissertation",5,2,207,"AKumar"
"208",208,"AKumar SJUpadhyaya","Focusing Candidate Generation"," Artificial Intelligence Engineering",5,38,208,"AKumar"
"209",209,"AKumar ","Function Based Reasoning","The Knowledge Engineering Review",5,3,209,"AKumar"
"210",210,"AKumar ","Function-based reasoning: An introduction ","Applied Artificial Intelligence",5,4,210,"AKumar"
"211",211,"AKumar ShambhuJUpadhyaya","Function-based candidate discrimination during model-based diagnosis ","Applied Artificial Intelligence",5,39,211,"AKumar"
"212",212,"AKumar ","Fork Diagrams for Teaching Selection in CS I","Proceedings of The Twenty Seventh SIGCSE Special Interest Group Computer Science Education Technical Symposium Computer Science Education",5,5,212,"AKumar"
"213",213,"AKumar ","Generating challenging problems for first-fit storage placement algorithm","Proceedings of the Artificial Intelligence Research Symposium FLAIRS The AI Research Society Conference Special Track Intelligent Tutoring Systems Daytona Beach K",5,6,213,"AKumar"
"214",214,"AKumar ","Generating Challenging Problems in Intelligent Tutoring Systems: A Case Study of Storage Placement Algorithms","Proceedings of the Eighth International PEG Conference Sozopol K",5,7,214,"AKumar"
"215",215,"AKumar ","Links ","Intelligence",5,8,215,"AKumar"
"216",216,"AKumar ","Learning Programming by Solving Problems ","Informatics Curricula and Teaching Methods",5,9,216,"AKumar"
"217",217,"AKumar SJUpadhyaya","Framework for Function Based Diagnosis"," Department of Computer Science State University of New at Number",5,40,217,"AKumar"
"218",218,"AKumar SJUpadhyaya","A Theory of Function Based Diagnosis"," Proceedings of the West International Conference Intelligent Systems",5,41,218,"AKumar"
"219",219,"AKumar SJUpadhyaya","Teleological Reasoning in Model Based Diagnosis"," for poster presentation at IEEE Conference Tools with Artificial Intelligence TAI New Orleans",5,42,219,"AKumar"
"220",220,"AKumar SJUpadhyaya ","Teleological Reasoning in Model Based Diagnosis","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Device Function",5,43,220,"AKumar"
"221",221,"AKumar SJUpadhyaya","Teleology in Model Based Diagnosis"," Working Notes of the Fifth International Workshop Principles of Diagnosis DX New Paltz",5,44,221,"AKumar"
"222",222,"AKumar SJUpadhyaya","Automating Representation"," Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Model Based Reasoning",5,45,222,"AKumar"
"223",223,"AKumar ARNaseer CSAjay DHarikrishna MBalakrishnan MKarunakaran ShashiKumar VMudgil","High Level Design Experiences with IDEAS ","VLSI Very Large Scale Integration Design",6,1,223,"AKumar"
"224",224,"AKumar MBalakrishnan MVRao","DESSERT: Design Space Exploration of RT Level Components ","VLSI Very Large Scale Integration Design",6,2,224,"AKumar"
"225",225,"AKumar MBalakrishnan VishalPBhatt","Exploring the Number of Register Windows in ASIP Synthesis ","VLSI Very Large Scale Integration Design",6,3,225,"AKumar"
"226",226,"AKumar MBalakrishnan MuraliMohan RohiniKrishnan","A New Divide and Conquer Method for Achieving High Speed Division in Hardware ","VLSI Very Large Scale Integration Design",6,4,226,"AKumar"
"227",227,"AKumar ARNaseer MBalakrishnan","FAST: FPGA Targeted RTL Structure Synthesis Technique ","VLSI Very Large Scale Integration Design",6,5,227,"AKumar"
"228",228,"AKumar ShashiKumar SushilChandraJain","Efficient Embedding of Partitioned Circuits onto Multi-FPGA Boards ","FPL Field Programmable Logic and Applications",6,6,228,"AKumar"
"229",229,"AKumar ARNaseer MBalakrishnan","An Efficient Technique for Mapping RTL Structures onto FPGAs ","FPL Field Programmable Logic and Applications",6,7,229,"AKumar"
"230",230,"AKumar ARNaseer MBalakrishnan","Delay Minimal Mapping of RTL Structures onto LUT Based FPGAs ","FPL Field Programmable Logic and Applications",6,8,230,"AKumar"
"231",231,"AKumar LaxmiNBhuyan","Parallel FFT Algorithms for Cache Based Shared Memory Multiprocessors ","ICPP International Conference Parallel Processing",7,1,231,"AKumar"
"232",232,"LaxmiNBhuyanHMWVerbeek WMPvanderAalstandAKumar YeimkuanChang","A Distributed Cache Coherence Protocol for Hypercube Multiprocessors ","ICPP International Conference Parallel Processing",7,2,232,"AKumar"
"233",233,"AKumar LaxmiNBhuyan PhanindraKMannava","Efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ","Supercomputing",7,3,233,"AKumar"
"234",234,"AKumar Hu JunWang LaxmiNBhuyan RaviRIyer","Impact of CC-NUMA Memory Management Policies on the Application Performance of Multistage Switching Networks ","IEEE Trans Parallel Distrib Syst",7,4,234,"AKumar"
"235",235,"AKumar LaxmiNBhuyan","Evaluating Virtual Channels for Cache-Coherent Shared-Memory Multiprocessors ","International Conference Supercomputing",7,5,235,"AKumar"
"236",236,"AKumar RabiNMahapatra","Vector Hartley Transform Employing Multiprocessors ","IPPS International Parallel Processing Symposium",7,6,236,"AKumar"
"237",237,"AKumar ChristosFaloutsos VassilisJTsotras","Access Methods for Bi-Temporal Databases","Temporal Databases",8,4,237,"AKumar"
"238",238,"AKumar TonyTLee VassilisJTsotras","A Load-Balanced Parallel Sorting Algorithm for Shared-Nothing Architectures ","Distributed and Parallel Databases",8,1,238,"AKumar"
"239",239,"AKumar ChristosFaloutsos VassilisJTsotras","Designing Access Methods for Bitemporal Databases ","IEEE Trans Knowl Data Eng",8,2,239,"AKumar"
"240",240,"AKumar VassilisJTsotras","Temporal Database Bibliography Update ","SIGMOD International Conference Management of Data Record",8,3,240,"AKumar"
"241",241,"AKumar AndrewYCNee FMervyn SHBok","Development of an Internet-enabled interactive fixture design system ","Computer Aided Design",9,1,241,"AKumar"
"242",242,"AKumar TanBookTeck VSubramanian","A CAD integrated analysis of flatness in a form tolerance zone ","Computer Aided Design",9,2,242,"AKumar"
"243",243,"AKumar JerryYHFuh TSKow","An automated design and assembly of interference-free modular fixture setup ","Computer Aided Design",9,3,243,"AKumar"
"244",244,"AKumar AYCNee SPrombanpong","Expert fixture-design system for an automated manufacturing environment ","Computer Aided Design",9,4,244,"AKumar"
